name,ra,dec,freq,team_release,team_release_kin,Vsys_model,e_Vsys_model,X_model,e_X_model,Y_model,e_Y_model,RA_model,e_RA_model,DEC_model,e_DEC_model,Inc_model,e_Inc_model,PA_model,e_PA_model,PA_model_g,e_PA_model_g,QFlag_model,Rad,Vrot_model,e_Vrot_model,e_Vrot_model_inc,Rad_SD,SD_model,e_SD_model,SD_FO_model,e_SD_FO_model_inc
WALLABY J125515+081543,193.8137732655482,8.262030013656128,1.325826334790698E9,NGC 4808 TR1,NGC 4808 Kin TR1,21410.1,7.3,17.212,0.9042,29.103,0.2415,193.817809,0.001524,8.265903,4.01E-4,56.3,2.2,289.1,4.3,289.0,4.3,0.0,"7.5,22.56,37.61","44.3,53.6,29.6","8.8,20.8,19.9","1.1,1.4,0.8","7.5,22.56,37.61,52.67","3.04,2.1,1.26,0.58","0.43,0.5,0.48,0.38","1.69,1.166,0.698,0.321","0.097,0.067,0.04,0.018"
WALLABY J134019-235122,205.0827368045072,-23.85617436673001,1.390218302241651E9,NGC 5044 TR1,NGC 5044 Kin TR1,6505.2,2.3,28.044,0.7054,24.264,0.2555,205.080581,0.001294,-23.858756,4.08E-4,34.3,5.7,318.9,1.3,317.9,1.3,0.0,"7.5,22.56,37.62,52.69,67.75","240.3,226.6,233.7,227.2,218.9","31.5,8.0,3.9,3.7,6.6","35.8,33.8,34.8,33.9,32.6","7.5,22.56,37.62,52.69,67.75,82.81,97.87,112.93","3.43,4.74,4.72,2.87,1.16,0.39,0.16,0.12","0.71,0.7,0.48,0.5,0.41,0.19,0.1,0.09","2.835,3.919,3.901,2.368,0.958,0.326,0.129,0.096","0.19,0.263,0.262,0.159,0.064,0.022,0.009,0.006"
WALLABY J133801-225524,204.5061923400933,-22.92350747073549,1.388137865753818E9,NGC 5044 TR1,NGC 5044 Kin TR1,6964.3,0.6,29.642,0.6575,23.534,0.0282,204.503748,0.001191,-22.92362,3.4E-5,70.6,2.4,247.8,1.5,247.1,1.5,0.0,"7.5,22.56,37.62,52.69,67.75,82.81","149.6,199.9,208.4,205.2,188.6,124.3","63.0,3.5,2.8,1.4,2.0,64.9","2.2,3.0,3.1,3.1,2.8,1.9","7.5,22.56,37.62,52.69,67.75,82.81,97.87,112.93","5.84,5.68,4.41,2.9,2.18,1.45,0.97,0.6","0.3,0.71,1.03,0.95,0.79,0.61,0.45,0.37","1.941,1.886,1.464,0.965,0.725,0.481,0.321,0.201","0.234,0.227,0.177,0.116,0.087,0.058,0.039,0.024"
WALLABY J133756-240727,204.4870235718527,-24.12425976209188,1.378420616984582E9,NGC 5044 TR1,NGC 5044 Kin TR1,9134.4,0.1,22.109,0.5936,21.354,0.5349,204.485875,0.001096,-24.124369,8.8E-4,46.3,8.2,248.9,2.2,248.2,2.2,0.0,"7.5,22.56,37.62,52.69","128.0,123.3,118.9,114.7","39.0,6.6,1.1,4.1","18.2,17.5,16.9,16.3","7.5,22.56,37.62,52.69,67.75","2.8,2.52,1.98,1.21,0.53","0.29,0.42,0.33,0.27,0.21","1.934,1.74,1.366,0.838,0.366","0.289,0.26,0.204,0.125,0.055"
WALLABY J133610-234710,204.0428411200554,-23.78622100535278,1.368490306195204E9,NGC 5044 TR1,NGC 5044 Kin TR1,11360.2,0.3,26.009,0.2917,24.979,0.1675,204.040657,5.34E-4,-23.787284,2.75E-4,25.1,0.7,127.4,2.2,126.9,2.2,0.0,"7.5,22.56,37.62,52.69","155.7,139.4,131.8,135.7","42.2,8.4,2.8,5.1","4.1,3.7,3.5,3.6","7.5,22.56,37.62,52.69,67.75","3.82,3.16,2.32,1.37,0.47","0.32,0.34,0.36,0.33,0.17","3.462,2.863,2.098,1.237,0.426","0.02,0.017,0.012,0.007,0.002"
WALLABY J133541-240428,203.9220967574722,-24.07448820607754,1.408280365745903E9,NGC 5044 TR1,NGC 5044 Kin TR1,2579.0,0.1,25.697,0.0746,25.788,0.2999,203.92171,1.41E-4,-24.073569,4.99E-4,77.7,2.4,319.1,0.5,318.6,0.5,0.0,"7.5,22.56,37.62,52.69,67.75,82.81,97.87","112.7,150.3,154.1,163.9,170.7,171.2,164.9","52.7,16.5,4.3,0.4,2.8,2.9,0.1","1.0,1.4,1.4,1.5,1.5,1.5,1.5","7.5,22.56,37.62,52.69,67.75,82.81,97.87","16.81,16.22,14.25,11.79,8.66,5.73,3.49","0.67,0.65,1.1,1.38,1.94,2.14,1.73","3.59,3.466,3.045,2.518,1.849,1.225,0.745","0.673,0.65,0.571,0.472,0.347,0.23,0.14"
WALLABY J133440-234722,203.6671470404761,-23.78952666349068,1.384389193586922E9,NGC 5044 TR1,NGC 5044 Kin TR1,7807.7,1.7,25.479,1.1578,25.961,0.0297,203.664532,0.002109,-23.788139,3.8E-5,33.3,6.5,193.4,1.7,193.1,1.7,0.0,"7.5,22.56,37.62,52.69,67.75","111.9,162.4,154.3,144.1,74.2","86.2,17.3,2.3,1.2,72.2","20.0,29.0,27.6,25.7,13.3","7.5,22.56,37.62,52.69,67.75,82.81,97.87","3.06,3.17,2.5,1.55,0.78,0.36,0.14","0.47,0.41,0.42,0.33,0.21,0.13,0.08","2.557,2.648,2.086,1.294,0.654,0.304,0.117","0.189,0.195,0.154,0.095,0.048,0.022,0.009"
WALLABY J133348-244525,203.4513634065274,-24.75713538443222,1.398786329511718E9,NGC 5044 TR1,NGC 5044 Kin TR1,4652.9,17.8,26.711,0.342,22.598,1.0835,203.452495,6.38E-4,-24.755197,0.001805,73.5,7.5,85.3,4.7,85.0,4.7,2.0,"7.5,22.56,37.62,52.69,67.75,82.81,97.87","65.8,107.8,118.6,116.0,98.3,103.3,143.9","6.7,10.9,21.4,28.0,33.0,26.8,2.2","2.6,4.2,4.7,4.6,3.9,4.1,5.7","7.5,22.56,37.62,52.69,67.75,82.81,97.87","13.42,11.33,10.22,6.67,4.06,2.31,1.67","1.29,2.22,3.42,2.93,2.54,1.58,1.26","3.809,3.215,2.902,1.893,1.153,0.657,0.474","1.68,1.418,1.28,0.835,0.509,0.29,0.209"
WALLABY J133329-211151,203.3744363899783,-21.1977095312297,1.387505376390073E9,NGC 5044 TR1,NGC 5044 Kin TR1,7095.2,0.7,22.572,0.1257,37.612,0.7952,203.374284,2.3E-4,-21.194804,0.001325,45.0,5.2,144.9,3.2,144.7,3.2,0.0,"7.5,22.56,37.62","93.3,113.6,128.6","3.4,0.6,5.3","8.7,10.6,12.0","7.5,22.56,37.62,52.69,67.75,82.81","6.91,5.44,3.32,1.24,0.28,0.06","0.35,0.8,0.66,0.3,0.13,0.05","4.886,3.852,2.346,0.879,0.201,0.045","0.445,0.351,0.214,0.08,0.018,0.004"
WALLABY J133214-210542,203.0586160077673,-21.09502319848053,1.393427840564714E9,NGC 5044 TR1,NGC 5044 Kin TR1,5802.0,1.8,24.501,0.0326,27.718,0.0492,203.057803,5.8E-5,-21.093805,8.2E-5,52.5,9.2,85.0,0.7,84.9,0.7,0.0,"7.5,22.56,37.62,52.69","46.5,73.5,83.4,84.1","4.8,2.9,4.1,2.6","6.0,9.4,10.7,10.8","7.5,22.56,37.62,52.69,67.75,82.81","5.82,4.81,2.8,1.45,0.58,0.24","0.9,0.97,0.69,0.43,0.23,0.14","3.541,2.924,1.705,0.879,0.354,0.148","0.742,0.612,0.357,0.184,0.074,0.031"
WALLABY J133209-245132,203.0381455306558,-24.85891157318506,1.384459855201636E9,NGC 5044 TR1,NGC 5044 Kin TR1,7784.6,3.9,25.428,0.3586,25.91,0.3352,203.036602,6.6E-4,-24.859283,5.58E-4,81.6,7.2,322.4,3.7,322.3,3.7,1.0,"7.5,22.56,37.62,52.69,67.75","157.2,214.1,201.1,206.3,207.3","82.1,11.5,7.2,1.1,5.7","2.9,4.0,3.8,3.9,3.9","7.5,22.56,37.62,52.69,67.75,82.81,97.87","12.97,11.83,10.23,8.12,5.61,4.25,2.51","0.46,1.21,1.39,1.85,3.21,2.78,2.22","1.884,1.719,1.486,1.179,0.815,0.618,0.365","1.607,1.466,1.268,1.006,0.695,0.527,0.311"
WALLABY J133208-225710,203.0342261947739,-22.95301892133731,1.396851629296037E9,NGC 5044 TR1,NGC 5044 Kin TR1,5056.4,0.7,22.306,0.223,22.187,0.0451,203.034769,4.04E-4,-22.951576,7.5E-5,48.5,4.7,53.4,1.6,53.3,1.6,0.0,"7.5,22.56,37.62","100.4,141.1,170.1","6.6,4.3,10.9","7.4,10.3,12.5","7.5,22.56,37.62,52.69,67.75","6.89,6.15,4.41,2.23,0.54","0.45,1.14,1.09,0.59,0.23","4.566,4.076,2.923,1.479,0.355","0.421,0.376,0.269,0.136,0.033"
WALLABY J133115-250859,202.8137515123197,-25.14974885596296,1.383621074737979E9,NGC 5044 TR1,NGC 5044 Kin TR1,7960.2,0.3,26.586,1.281,26.349,0.575,202.812307,0.002359,-25.149013,9.59E-4,26.9,6.3,184.6,4.6,184.6,4.6,0.0,"22.5,37.56,52.62","104.0,105.5,109.9","7.3,7.1,2.5","23.7,24.0,25.0","22.5,37.56,52.62,67.69,82.75,97.81","3.26,3.2,2.18,1.2,0.75,0.28","0.52,0.58,0.47,0.34,0.24,0.15","2.91,2.851,1.939,1.066,0.667,0.25","0.161,0.158,0.107,0.059,0.037,0.014"
WALLABY J133058-215044,202.7428420954531,-21.84581212586704,1.386378657341197E9,NGC 5044 TR1,NGC 5044 Kin TR1,7356.2,0.1,21.805,0.0803,28.413,0.1794,202.742704,1.44E-4,-21.846383,2.99E-4,67.9,1.8,163.5,0.3,163.6,0.3,0.0,"7.5,22.56,37.62,52.69,67.75,82.81","131.7,177.9,185.5,187.7,187.9,185.6","23.9,0.1,0.2,3.1,0.9,6.0","1.7,2.2,2.3,2.4,2.4,2.3","7.5,22.56,37.62,52.69,67.75,82.81","10.24,9.26,7.56,5.49,3.24,1.47","0.29,0.68,0.83,0.74,0.69,0.56","3.861,3.492,2.85,2.069,1.222,0.554","0.293,0.265,0.216,0.157,0.093,0.042"
WALLABY J133041-233009,202.6740169256435,-23.50266473416206,1.361776888751865E9,NGC 5044 TR1,NGC 5044 Kin TR1,12877.1,2.8,24.687,0.105,21.937,0.1291,202.675307,1.91E-4,-23.50221,2.15E-4,69.5,1.4,277.4,2.8,277.4,2.8,0.0,"7.5,22.56,37.62,52.69,67.75","208.8,238.4,228.5,233.5,225.7","74.3,24.0,8.2,2.0,2.2","2.0,2.2,2.2,2.2,2.1","7.5,22.56,37.62,52.69,67.75,82.81,97.87","7.81,6.46,4.81,3.06,1.68,1.0,0.5","0.46,1.09,1.17,1.0,0.69,0.43,0.31","2.737,2.264,1.688,1.074,0.587,0.349,0.177","0.184,0.152,0.113,0.072,0.039,0.023,0.012"
WALLABY J132635-221419,201.6492436957658,-22.2387729538197,1.413681383796408E9,NGC 5044 TR1,NGC 5044 Kin TR1,1414.5,2.7,30.791,0.9075,29.127,0.6558,201.651426,0.001626,-22.236311,0.001104,59.7,6.0,271.0,3.5,271.4,3.5,0.0,"7.5,22.56,37.62,52.69,67.75,82.81,97.87","18.9,30.9,37.6,41.7,46.2,52.8,61.7","3.0,1.1,1.0,0.6,0.5,3.4,11.2","1.2,1.9,2.3,2.6,2.9,3.3,3.8","7.5,22.56,37.62,52.69,67.75,82.81,97.87,112.93,128.0","12.34,10.55,8.5,6.38,4.45,2.61,1.34,0.61,0.26","0.64,1.47,1.52,1.3,1.11,0.8,0.5,0.26,0.16","6.22,5.319,4.284,3.215,2.245,1.317,0.676,0.309,0.132","1.117,0.955,0.769,0.577,0.403,0.236,0.121,0.055,0.024"
WALLABY J132519-210812,201.3325603542398,-21.13691918697219,1.412184439423045E9,NGC 5044 TR1,NGC 5044 Kin TR1,1761.3,2.6,39.268,0.7801,54.731,0.5962,201.324896,0.001385,-21.134157,0.001007,51.2,8.4,324.7,4.3,325.3,4.3,0.0,"7.5,22.56,37.62,52.69,67.75","38.3,52.9,64.1,74.1,84.9","8.1,0.5,2.2,3.6,0.3","4.6,6.4,7.8,9.0,10.3","7.5,22.56,37.62,52.69,67.75,82.81,97.87,112.93,128.0,143.06","4.1,4.26,4.39,3.27,1.61,0.99,0.64,0.48,0.43,0.44","1.29,1.23,0.86,0.7,0.47,0.35,0.25,0.17,0.14,0.14","2.572,2.671,2.751,2.049,1.012,0.619,0.399,0.301,0.269,0.276","0.465,0.483,0.497,0.37,0.183,0.112,0.072,0.054,0.049,0.05"
WALLABY J132500-240035,201.2509277789711,-24.0098516933332,1.386209445088999E9,NGC 5044 TR1,NGC 5044 Kin TR1,7397.6,15.1,22.785,0.0464,23.183,0.6127,201.253277,7.3E-5,-24.00819,0.001022,74.8,14.3,37.1,5.8,37.7,5.8,2.0,"7.5,22.56,37.62,52.69,67.75","127.2,142.2,134.7,144.5,97.7","64.9,30.3,1.9,4.4,41.6","9.1,10.2,9.6,10.3,7.0","7.5,22.56,37.62,52.69,67.75,82.81","10.62,8.64,6.21,3.98,2.39,1.2","1.28,2.04,2.62,2.32,1.86,1.21","2.78,2.261,1.625,1.043,0.626,0.314","2.528,2.057,1.478,0.949,0.569,0.286"
WALLABY J132441-194214,201.1744568865921,-19.70404144652511,1.411076886570593E9,NGC 5044 TR1,NGC 5044 Kin TR1,1955.3,0.4,26.107,0.1214,40.409,0.03,201.173949,2.14E-4,-19.697093,5.2E-5,53.3,18.3,179.8,0.5,180.4,0.5,0.0,"7.5,22.56,37.62,52.69,67.75,82.81,97.87,112.93,128.0","35.7,70.9,100.5,109.0,111.6,107.3,64.2,105.3,99.5","20.0,5.9,6.3,0.1,1.0,0.7,38.5,6.4,4.4","9.9,19.7,27.9,30.3,31.0,29.8,17.8,29.2,27.6","7.5,22.56,37.62,52.69,67.75,82.81,97.87,112.93,128.0,143.06,158.12,173.18,188.24","7.48,8.83,9.18,8.64,6.83,4.77,3.65,2.6,1.56,0.94,0.29,0.09,0.01","1.3,1.07,0.87,0.85,0.7,1.09,1.18,0.94,0.69,0.47,0.19,0.08,0.03","4.476,5.28,5.493,5.172,4.085,2.856,2.183,1.554,0.935,0.564,0.175,0.054,0.007","1.886,2.225,2.314,2.179,1.721,1.203,0.92,0.655,0.394,0.238,0.074,0.023,0.003"
WALLABY J132433-210813,201.1384445438695,-21.13719070934903,1.407890109986577E9,NGC 5044 TR1,NGC 5044 Kin TR1,2655.7,0.1,46.829,0.1169,42.535,0.5829,201.136185,1.98E-4,-21.135997,9.74E-4,51.5,0.1,139.0,0.4,139.6,0.4,0.0,"7.5,22.56,37.62,52.69,67.75,82.81,97.87,112.93,128.0","180.5,210.2,171.4,169.4,178.1,178.4,174.8,172.6,173.2","24.9,51.9,1.4,6.3,0.4,0.1,0.2,1.5,2.2","0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2","7.5,22.56,37.62,52.69,67.75,82.81,97.87,112.93,128.0,143.06,158.12,173.18,188.24,203.31","2.39,3.36,4.03,3.66,2.88,2.0,1.29,0.98,0.84,0.68,0.46,0.28,0.19,0.11","0.44,0.8,0.48,0.35,0.35,0.33,0.27,0.23,0.17,0.15,0.14,0.12,0.1,0.07","1.485,2.089,2.51,2.277,1.79,1.244,0.8,0.609,0.524,0.421,0.287,0.177,0.12,0.071","0.003,0.004,0.004,0.004,0.003,0.002,0.001,0.001,0.001,0.001,0.0,0.0,0.0,0.0"
WALLABY J132402-243938,201.0114532599365,-24.66071131301737,1.410771240338977E9,NGC 5044 TR1,NGC 5044 Kin TR1,2053.2,2.5,23.898,0.2093,36.146,0.2895,201.014043,3.77E-4,-24.661199,4.87E-4,53.4,5.4,137.0,3.9,137.7,3.9,0.0,"7.5,22.56,37.62,52.69,67.75,82.81,97.87","21.7,41.5,52.6,62.4,72.5,81.2,87.4","5.3,3.5,1.6,1.4,1.0,2.1,6.7","1.5,2.9,3.7,4.4,5.1,5.7,6.2","7.5,22.56,37.62,52.69,67.75,82.81,97.87","5.04,4.78,4.32,3.44,2.75,1.7,0.87","0.32,0.53,0.9,0.93,0.81,0.48,0.21","3.005,2.852,2.577,2.053,1.639,1.014,0.517","0.379,0.36,0.325,0.259,0.207,0.128,0.065"
WALLABY J132050-232904,200.2110000350682,-23.48444552024013,1.410724023733887E9,NGC 5044 TR1,NGC 5044 Kin TR1,2061.0,9.1,22.509,0.1682,24.29,0.4919,200.208923,2.9E-4,-23.481426,8.25E-4,78.0,12.0,308.3,3.9,309.3,3.9,0.0,"7.5,22.56,37.62,52.69","45.5,61.8,55.0,44.0","3.7,22.3,26.5,7.4","2.1,2.8,2.5,2.0","7.5,22.56,37.62,52.69,67.75","11.95,9.61,7.71,5.63,4.1","2.22,2.78,3.24,3.05,2.95","2.48,1.993,1.6,1.168,0.851","2.424,1.948,1.564,1.141,0.832"
WALLABY J132043-220256,200.1819191831189,-22.0488982468202,1.410560420286697E9,NGC 5044 TR1,NGC 5044 Kin TR1,2083.1,0.4,33.17,0.8992,32.317,0.1451,200.180512,0.001614,-22.049003,2.68E-4,79.9,10.0,342.6,1.5,343.6,1.5,2.0,"7.5,22.56,37.62,52.69,67.75,82.81,97.87","25.0,44.3,59.8,73.5,84.3,90.9,93.2","6.8,1.7,0.1,0.3,0.0,0.6,1.9","0.8,1.4,1.9,2.3,2.7,2.9,3.0","7.5,22.56,37.62,52.69,67.75,82.81,97.87,112.93,128.0,143.06","25.82,24.95,21.94,20.23,16.13,12.36,8.65,7.07,5.1,3.46","2.43,3.44,3.17,3.43,4.19,5.6,4.06,3.8,3.37,2.36","4.525,4.371,3.844,3.546,2.827,2.167,1.515,1.238,0.894,0.607","4.409,4.259,3.745,3.454,2.754,2.111,1.476,1.206,0.871,0.591"
WALLABY J130943-163617,197.4317179211032,-16.60493984517278,1.408287376334613E9,NGC 5044 TR2,NGC 5044 Kin TR2,2564.3,9.7,51.631,0.4602,40.575,1.0682,197.434196,8.04E-4,-16.599123,0.001779,65.4,12.3,270.0,0.3,269.9,0.3,0.0,"7.5,22.47,37.43,52.4,67.37,82.34,97.3,112.27,127.24,142.2,157.17","116.6,142.0,156.0,162.1,164.2,169.1,172.5,172.9,172.3,174.9,177.6","64.1,40.8,24.4,15.1,11.9,6.7,3.0,2.4,2.9,0.2,2.5","12.0,14.7,16.1,16.7,17.0,17.5,17.8,17.9,17.8,18.1,18.3","7.5,22.47,37.43,52.4,67.37,82.34,97.3,112.27,127.24,142.2,157.17,172.14,187.11,202.07,217.04,232.01,246.98","15.61,14.57,13.45,11.62,8.86,5.93,3.75,2.49,1.7,1.21,0.95,0.82,0.68,0.53,0.39,0.32,0.37","1.85,3.87,4.53,3.92,2.98,2.03,1.29,0.79,0.56,0.38,0.3,0.24,0.22,0.2,0.18,0.17,0.2","6.504,6.07,5.602,4.841,3.69,2.472,1.56,1.039,0.71,0.505,0.396,0.34,0.285,0.22,0.164,0.134,0.155","3.024,2.822,2.605,2.251,1.716,1.149,0.726,0.483,0.33,0.235,0.184,0.158,0.132,0.102,0.076,0.062,0.072"
WALLABY J131658-163757,199.2447804061402,-16.632747000155,1.412200697439989E9,NGC 5044 TR2,NGC 5044 Kin TR2,1736.0,0.0,35.642,0.3343,42.442,0.4366,199.242094,5.9E-4,-16.633707,7.21E-4,60.5,2.1,337.3,1.0,336.6,1.0,0.0,"7.5,22.47,37.43,52.4,67.37,82.34,97.3,112.27,127.24,142.2,157.17,172.14,187.11","96.2,128.2,148.6,161.3,169.6,175.2,180.0,181.8,180.8,180.2,180.1,178.4,172.7","1.4,3.7,3.3,1.4,0.9,1.6,1.0,2.3,0.9,0.2,0.1,1.4,6.7","2.0,2.7,3.1,3.4,3.5,3.6,3.7,3.8,3.8,3.7,3.7,3.7,3.6","7.5,22.47,37.43,52.4,67.37,82.34,97.3,112.27,127.24,142.2,157.17,172.14,187.11","8.91,8.8,8.24,7.3,6.41,5.41,4.31,3.41,2.58,1.94,1.19,0.62,0.35","0.16,0.52,0.59,0.64,0.77,0.91,0.87,0.66,0.56,0.47,0.32,0.2,0.13","4.395,4.339,4.062,3.598,3.158,2.669,2.125,1.683,1.274,0.955,0.588,0.306,0.172","0.284,0.28,0.262,0.232,0.204,0.172,0.137,0.109,0.082,0.062,0.038,0.02,0.011"
WALLABY J131334-152553,198.3930237665805,-15.43162201129103,1.408650149163271E9,NGC 5044 TR2,NGC 5044 Kin TR2,2501.9,0.8,35.21,0.2228,31.913,0.5118,198.392267,3.91E-4,-15.43166,8.51E-4,22.7,4.9,50.4,0.8,50.1,0.8,0.0,"7.5,22.47,37.43,52.4,67.37,82.34,97.3,112.27","57.9,68.8,74.5,79.9,83.4,83.1,77.6,66.1","7.0,1.9,1.1,0.5,1.2,1.8,3.9,8.2","12.4,14.7,15.9,17.0,17.8,17.7,16.5,14.1","7.5,22.47,37.43,52.4,67.37,82.34,97.3,112.27","3.04,3.84,4.7,4.83,4.33,3.41,2.03,0.96","0.4,0.41,0.29,0.29,0.26,0.21,0.27,0.21","2.808,3.545,4.331,4.453,3.992,3.146,1.87,0.884","0.1,0.126,0.154,0.158,0.142,0.112,0.066,0.031"
WALLABY J131234-173225,198.1452134235389,-17.54042901333131,1.407350658891432E9,NGC 5044 TR2,NGC 5044 Kin TR2,2750.8,0.0,25.259,0.4032,23.567,0.1836,198.146645,7.07E-4,-17.541488,3.02E-4,60.7,0.5,308.1,0.6,307.7,0.6,0.0,"7.5,22.47,37.43,52.4,67.37,82.34,97.3","56.6,167.0,203.2,206.4,200.0,186.7,99.5","22.1,1.4,17.4,8.3,11.2,17.4,90.0","0.3,0.9,1.1,1.1,1.0,1.0,0.5","7.5,22.47,37.43,52.4,67.37,82.34,97.3","23.02,20.88,17.04,10.64,5.04,1.63,0.33","0.56,1.71,2.3,2.12,1.55,0.77,0.24","11.279,10.23,8.347,5.214,2.471,0.797,0.163","0.185,0.168,0.137,0.085,0.041,0.013,0.003"
WALLABY J130618-173039,196.5768410869774,-17.51096062271869,1.413478173911167E9,NGC 5044 TR2,NGC 5044 Kin TR2,1469.0,0.4,33.096,0.1197,28.749,0.225,196.575525,2.08E-4,-17.510566,3.75E-4,49.5,1.3,300.0,2.1,300.1,2.1,0.0,"7.5,22.47,37.43,52.4,67.37,82.34,97.3,112.27","18.8,32.6,40.1,43.5,45.8,46.8,46.0,43.3","3.1,2.5,3.1,0.7,1.8,2.8,1.9,1.2","0.4,0.6,0.8,0.9,0.9,0.9,0.9,0.9","7.5,22.47,37.43,52.4,67.37,82.34,97.3,112.27,127.24","6.17,6.66,7.37,6.95,5.3,3.12,1.43,0.56,0.21","0.64,1.02,1.21,0.9,0.52,0.47,0.36,0.19,0.11","4.006,4.327,4.787,4.512,3.439,2.025,0.931,0.364,0.135","0.108,0.116,0.129,0.121,0.092,0.054,0.025,0.01,0.004"
WALLABY J132635-221419,201.6494655242224,-22.23866903704058,1.413681964439508E9,NGC 5044 TR2,NGC 5044 Kin TR2,1414.3,2.7,31.774,0.9102,29.111,0.6772,201.651457,0.00163,-22.236339,0.00114,58.2,4.5,271.9,2.4,272.4,2.4,0.0,"7.5,22.56,37.62,52.68,67.74,82.8,97.86","20.5,33.3,39.8,43.5,46.7,51.0,53.9","2.4,3.3,3.2,0.9,1.2,1.7,3.0","1.0,1.6,1.9,2.1,2.3,2.5,2.6","7.5,22.56,37.62,52.68,67.74,82.8,97.86,112.92,127.98","12.25,10.46,8.34,6.22,4.2,2.31,1.24,0.53,0.2","0.79,1.49,1.43,1.26,1.08,0.73,0.43,0.24,0.14","6.459,5.52,4.401,3.283,2.215,1.217,0.653,0.282,0.103","0.812,0.694,0.554,0.413,0.279,0.153,0.082,0.035,0.013"
WALLABY J130311-172230,195.7981672739039,-17.37508299509739,1.406510924293528E9,NGC 5044 TR2,NGC 5044 Kin TR2,2959.3,0.5,27.007,0.0389,29.714,0.478,195.798796,6.3E-5,-17.375574,7.97E-4,25.9,1.5,72.6,5.1,73.0,5.1,0.0,"7.5,22.47,37.43,52.4,67.37","30.1,33.4,25.1,16.3,13.7","4.3,2.4,0.0,0.3,5.5","1.7,1.8,1.4,0.9,0.8","7.5,22.47,37.43,52.4,67.37,82.34,97.3","3.66,3.95,3.95,3.33,2.09,1.28,0.67","0.26,0.39,0.3,0.32,0.26,0.18,0.16","3.293,3.55,3.554,2.996,1.881,1.155,0.606","0.043,0.046,0.046,0.039,0.024,0.015,0.008"
WALLABY J131830-143635,199.6280088690722,-14.60998329484377,1.406763700621226E9,NGC 5044 TR2,NGC 5044 Kin TR2,2900.3,1.1,29.92,1.383,32.382,0.3362,199.624907,0.002386,-14.609515,5.49E-4,57.4,2.5,170.5,2.1,170.2,2.1,0.0,"7.5,22.48,37.47,52.45,67.43","97.3,110.7,127.2,127.6,120.1","17.5,5.0,3.7,6.4,13.7","2.7,3.0,3.5,3.5,3.3","7.5,22.48,37.47,52.45,67.43,82.42,97.4,112.38,127.36","10.15,9.09,6.98,4.0,2.07,1.19,0.8,0.61,0.41","1.5,2.58,2.23,1.61,0.99,0.51,0.29,0.22,0.17","5.46,4.894,3.759,2.152,1.114,0.641,0.429,0.329,0.223","0.368,0.33,0.253,0.145,0.075,0.043,0.029,0.022,0.015"
WALLABY J131706-161516,199.2758863498761,-16.25452054297091,1.408026813036488E9,NGC 5044 TR2,NGC 5044 Kin TR2,2635.8,2.2,21.709,0.0432,26.68,0.4301,199.275872,8.3E-5,-16.254401,7.16E-4,77.0,3.2,171.9,0.6,171.3,0.6,0.0,"7.5,22.47,37.43,52.4,67.37,82.34,97.3","100.6,130.7,124.7,128.2,133.9,136.9,135.9","55.1,22.5,1.3,0.2,1.1,3.9,7.5","1.3,1.7,1.6,1.7,1.7,1.8,1.8","7.5,22.47,37.43,52.4,67.37,82.34,97.3","14.0,14.39,13.72,11.41,8.33,5.08,2.56","0.59,0.92,1.49,1.56,1.81,1.69,1.39","3.155,3.242,3.091,2.57,1.877,1.144,0.578","0.758,0.779,0.743,0.618,0.451,0.275,0.139"
WALLABY J133541-240428,203.9234381893391,-24.07585148829603,1.408377751754337E9,NGC 5044 TR2,NGC 5044 Kin TR2,2556.1,14.7,24.853,0.477,23.982,0.3864,203.923263,8.77E-4,-24.074903,6.38E-4,81.5,8.5,318.9,0.9,318.5,0.9,1.0,"7.5,22.56,37.62,52.68,67.74","100.3,135.3,133.0,135.7,135.5","38.7,2.1,16.8,12.6,14.4","2.3,3.1,3.0,3.1,3.1","7.5,22.56,37.62,52.68,67.74,82.8,97.86","17.32,15.58,14.05,11.66,8.1,6.64,3.99","0.46,1.17,1.81,2.62,3.87,4.04,3.45","2.57,2.312,2.084,1.73,1.202,0.985,0.592","2.541,2.286,2.061,1.71,1.189,0.974,0.585"
WALLABY J130515-165316,196.3144249735851,-16.8879611922462,1.40707132664887E9,NGC 5044 TR2,NGC 5044 Kin TR2,2836.2,0.6,24.324,0.0951,24.708,0.3439,196.31362,1.63E-4,-16.888095,5.74E-4,61.0,1.2,308.4,0.3,308.6,0.3,0.0,"7.5,22.47,37.43,52.4,67.37,82.34","56.6,83.4,93.2,95.3,96.5,104.3","1.4,5.9,2.9,1.2,0.2,14.4","0.7,1.0,1.1,1.1,1.1,1.2","7.5,22.47,37.43,52.4,67.37,82.34,97.3","10.03,9.75,7.97,5.13,2.48,0.83,0.26","0.63,0.93,0.83,0.88,0.68,0.37,0.15","4.866,4.73,3.87,2.488,1.204,0.402,0.124","0.185,0.18,0.147,0.094,0.046,0.015,0.005"
