# str, deg J2000, deg J2000, str, km s^-1, km s^-1, km s^-1, km s^-1, Mpc, Mpc, str, str, mag, mag, mag, mag, mag, bool, bool, bool, bool, bool, bool, bool, str
name,RA,DEC,morphology,redshift_helio,redshift_helio_e,redshift_cmb,redshift_cmb_e,distance,distance_e,distance_method,RC_survey,ext_f,ext_n,ext_g,ext_r,ext_z,has_f-band,has_n-band,has_g-band,has_r-band,has_z-band,has_w1-band,has_w2-band,AutoProf_flags
UGC00783,18.6095,42.5563,SAB(rs)c,5909,5,5574.0674,5,78.5174,0.5702,CosmicFlows-3,Courteau97,1.1810,1.1400,0.3130,0.2100,0.1180,False,False,False,False,False,False,False,-
UGC00784,18.5171,-1.7423,Sb,4901,4,4713.4414,4,56.1367,0.2652,CosmicFlows-3,Courteau97,1.7820,1.5880,0.1370,0.0920,0.0520,True,True,True,True,True,True,True,-
UGC00890,20.2833,1.3733,SB(s)bc:,4971,2,5202.1172,2,57.7940,0.2649,CosmicFlows-3,Courteau97/ShellFlow,0.2660,0.2170,0.1110,0.0740,0.0420,True,True,True,True,True,True,True,-
UGC00891,20.3287,12.4119,SABm:,643,1,623.0937,1,10.0529,0.2134,CosmicFlows-3,SPARC,1.0600,0.9050,0.0950,0.0640,0.0360,True,True,True,True,True,True,True,-
UGC00899,20.4040,20.9198,Sbc,9220,4,9466.7300,4,116.7511,0.2744,CosmicFlows-3,Courteau97,1.3160,1.1390,0.1590,0.1070,0.0600,True,True,True,True,True,True,True,-
UGC00987,21.3811,32.1365,SAB0/a Sy2,4656,1,4961.0793,1,46.9399,0.1653,CosmicFlows-3,Courteau97,1.3500,1.1700,0.1960,0.1320,0.0740,True,True,True,True,True,True,True,-
UGC01037,21.9444,43.1544,Sb,4969,10,5085.3952,10,48.1898,0.2404,CosmicFlows-3,Courteau97,0.4160,0.4680,0.1980,0.1330,0.0750,False,False,False,False,False,False,False,-
UGC01083,22.7425,14.1083,Sb,4520,1,4497.5482,1,52.5795,0.2660,CosmicFlows-3,Courteau97,1.3160,1.1390,0.1450,0.0980,0.0550,False,False,True,True,True,True,True,-
UGC01118,23.4262,3.5432,SA(s)dm:,3516,1,3371.1137,1,40.5333,0.1442,CosmicFlows-3,Courteau97,0.4810,0.3980,0.0760,0.0510,0.0280,True,True,True,True,True,True,True,-
UGC01152,24.2343,31.9853,Sb,6613,3,6878.2456,3,87.5826,0.2947,CosmicFlows-3,Courteau97,1.5630,1.3710,0.1540,0.1030,0.0580,True,True,True,True,True,True,True,-
UGC01174,24.9463,-2.0362,Sbc HII,18528,40,18831.6630,40,257.9680,0.5479,Hubble Flow (H0=73),Courteau97,0.8810,0.7450,0.1210,0.0820,0.0460,True,True,True,True,True,True,True,-
UGC01230,26.3854,25.5211,Sm:,3837,2,4084.8763,2,41.2610,0.1690,CosmicFlows-3,SPARC,-0.2480,-0.1240,0.3660,0.2460,0.1370,True,True,True,True,True,True,True,-
UGC01235,26.3987,3.3575,Sbc,5336,4,5405.6135,4,61.3179,0.3664,CosmicFlows-3,Courteau97,0.7360,0.6180,0.1110,0.0740,0.0420,True,True,True,True,True,True,True,-
UGC01281,27.3833,32.5897,Sdm,156,1,58.0097,1,5.2700,0.2400,Tip of the Red Giant Branch,SPARC,1.3830,1.2010,0.1530,0.1030,0.0580,True,True,True,True,True,True,True,-
UGC01498,30.2455,8.3112,S,4713,1,4559.2879,1,54.4076,0.2738,CosmicFlows-3,ShellFlow,1.5890,1.3970,0.2520,0.1700,0.0950,True,True,True,True,True,True,True,-
UGC01531,30.6434,17.1677,Sb,8170,4,8434.2494,4,103.2640,0.2847,CosmicFlows-3,Courteau97,1.3830,1.2010,0.1700,0.1140,0.0640,True,True,True,True,True,True,True,-
UGC01536,30.7288,7.5239,Sbc,7589,4,7226.5502,4,98.7153,0.2681,CosmicFlows-3,Courteau97,1.5350,1.3450,0.3030,0.2040,0.1140,True,True,True,True,True,True,True,-
UGC01622,31.9883,16.2195,Scd:,7684,1,8009.1214,1,96.2038,0.2081,CosmicFlows-3,Courteau97,1.6150,1.4220,0.2200,0.1480,0.0830,True,True,True,True,True,True,True,-
UGC01660,32.5769,38.5935,Sd,7240,5,7401.2426,5,92.8246,0.2488,CosmicFlows-3,Courteau97,1.6150,1.4220,0.1820,0.1220,0.0680,False,False,False,False,False,False,False,-
UGC01697,33.0850,-2.1416,Sb HII?,11275,9,11057.7741,9,143.0515,0.1785,CosmicFlows-3,Courteau97,0.3090,0.2520,0.1030,0.0700,0.0390,True,True,True,True,True,True,True,-
UGC01706,33.3912,25.8555,Scd:,4789,2,4615.5369,2,49.8804,0.2439,CosmicFlows-3,Courteau97,1.5350,1.3450,0.1920,0.1290,0.0720,True,True,True,True,True,True,True,-
UGC01792,34.9697,29.0362,SAB(r)c,4985,2,5236.0105,2,53.0174,0.2977,CosmicFlows-3,ShellFlow,1.6130,1.5060,0.2900,0.1950,0.1090,False,True,True,True,True,True,True,-
UGC01812,35.3551,25.4228,Scd:,4526,2,4262.9062,2,47.8538,0.2136,CosmicFlows-3,Courteau97,1.7270,1.5320,0.2380,0.1600,0.0890,True,True,True,True,True,True,True,-
UGC01848,35.9816,27.4928,Sb,10706,4,10673.2621,4,140.6400,0.2877,CosmicFlows-3,Courteau97,1.6720,1.5540,0.3640,0.2450,0.1370,True,True,True,True,True,True,True,-
UGC01886,36.5020,39.4709,SAB(rs)bc,4850,4,4720.7883,4,48.9050,0.2196,CosmicFlows-3,Courteau97,1.5350,1.3450,0.1950,0.1310,0.0730,False,False,False,False,False,False,False,-
UGC01938,37.0922,23.2147,Sbc,6401,2,6255.1559,2,84.9815,0.2191,CosmicFlows-3,Mathewson96,1.4260,1.3500,0.4490,0.3020,0.1690,False,True,True,True,True,True,True,-
UGC01976,37.5897,35.3259,Sb,9117,8,9405.5191,8,118.7225,0.2530,CosmicFlows-3,Courteau97,1.6630,1.4690,0.2120,0.1430,0.0800,False,False,False,False,False,False,False,-
UGC01995,37.8590,1.3463,SB(r)c pec:,7294,2,6987.2398,2,94.7912,0.2630,CosmicFlows-3,Courteau97,0.2230,0.1810,0.0900,0.0610,0.0340,True,True,True,True,True,True,True,-
UGC02020,38.2242,23.3276,Scd:,5559,4,5491.7071,4,66.5280,0.4499,CosmicFlows-3,Mathewson96,-0.1440,-0.0310,0.4750,0.3190,0.1780,True,True,True,True,True,True,True,-
UGC02023,38.3258,33.4911,Im:,603,1,485.7349,1,10.6677,0.1978,CosmicFlows-3,SPARC,1.2860,1.2300,0.3050,0.2050,0.1150,False,False,False,False,False,False,False,-
UGC02079,39.0404,23.8991,SAB(s)c,5650,1,5388.4588,1,68.9638,0.2673,CosmicFlows-3,Mathewson96,0.3300,0.3920,0.4800,0.3230,0.1800,True,True,True,True,True,True,True,FFT_coefficients;isophote_variability
UGC02105,39.4165,34.4316,(R')SB(s)a: Sbrst,4908,2,5195.9206,2,50.7916,0.2275,CosmicFlows-3,ShellFlow,1.7270,1.5320,0.2320,0.1560,0.0870,False,False,False,False,False,False,False,-
UGC02134,39.7159,27.8473,Sb,4587,1,4755.9821,1,49.3363,0.2589,CosmicFlows-3,Courteau97,1.7820,1.5880,0.5550,0.3730,0.2090,False,False,True,True,True,True,True,-
UGC02151,39.9913,28.3255,SAc,10934,2,10950.3015,2,144.2259,0.2595,CosmicFlows-3,Courteau97,1.4260,1.3500,0.5890,0.3960,0.2210,False,False,True,True,True,True,True,-
UGC02176,40.4759,5.9481,Sb,6364,5,6562.3744,5,75.8941,0.2801,CosmicFlows-3,Courteau97,1.7270,1.5320,0.3820,0.2570,0.1440,True,True,True,True,True,True,True,-
UGC02185,40.7972,40.4267,Scd:,4353,5,4572.7641,5,44.7217,0.2664,CosmicFlows-3,Courteau97,1.7820,1.5880,0.2780,0.1870,0.1050,False,False,False,False,False,False,False,-
UGC02223,41.3092,35.1887,Scd:,4981,5,4963.4311,5,52.0124,0.2446,CosmicFlows-3,Courteau97,1.7820,1.5880,0.2210,0.1490,0.0830,False,False,False,False,False,False,False,-
UGC02259,41.9809,37.5385,SB(s)dm,583,1,301.1663,1,8.9062,0.1877,CosmicFlows-3,SPARC,1.7820,1.5880,0.2370,0.1590,0.0890,False,False,False,False,False,False,False,-
UGC02280,42.2238,41.7780,SAbc,8378,4,8625.7872,4,107.8305,0.2603,CosmicFlows-3,Courteau97,1.7820,1.5880,0.2830,0.1900,0.1060,False,False,False,False,False,False,False,-
UGC02405,43.9900,6.4948,Scd:,7697,4,7511.4170,4,94.7932,0.2940,CosmicFlows-3,Courteau97,1.7650,1.5880,0.5600,0.3770,0.2110,False,True,True,True,True,True,True,-
UGC02443,44.5900,-2.0425,Scd:,2519,3,2396.1750,3,32.9837,0.1876,CosmicFlows-3,Courteau97,1.7630,1.5690,0.3010,0.2030,0.1130,False,True,True,True,True,True,True,-
UGC02628,49.1327,-0.4681,SB(s)bc:,6814,4,6516.0435,4,85.9198,0.2646,CosmicFlows-3,Courteau97,1.4770,1.2890,0.2310,0.1550,0.0870,True,True,True,True,True,True,True,-
UGC02679,50.0159,1.3615,(R')SB(rs)b:,6642,1,6792.9143,1,77.7916,0.2557,CosmicFlows-3,Courteau97,1.7820,1.5880,0.3950,0.2650,0.1480,False,False,True,True,True,True,True,-
UGC02690,50.1789,-1.1086,SAc pec:,6268,2,6044.4104,2,77.1358,0.2798,CosmicFlows-3,Courteau97,1.4460,1.2600,0.2340,0.1570,0.0880,True,True,True,True,True,True,True,-
UGC02885,58.2680,35.5919,SA(rs)c,5801,3,5513.8375,3,68.7544,0.7659,CosmicFlows-3,SPARC,-74.1670,-70.1360,0.6630,0.4460,0.2490,False,False,False,False,False,False,False,-
UGC02916,60.6411,71.7059,Sab,4524,9,4786.6150,9,53.1885,0.3677,CosmicFlows-3,SPARC,-53.8860,-50.7110,0.8680,0.5840,0.3260,False,False,False,False,False,False,False,-
UGC02969,62.2565,-1.1596,SB(s)bc: HII,5068,4,5322.7316,4,63.8655,0.4116,CosmicFlows-3,Courteau97,1.1240,1.0910,0.4080,0.2740,0.1530,True,True,True,True,True,True,True,-
UGC02985,63.3902,27.5420,Scd:,3929,9,4113.8811,9,43.1023,0.2399,CosmicFlows-3,Courteau97,-1.0620,-0.8580,2.2280,1.4980,0.8380,False,False,False,False,False,False,False,-
UGC02988,63.4120,25.4830,Sb:,3818,3,3832.2901,3,42.3444,0.2067,CosmicFlows-3,Courteau97,-3.3640,-2.9590,1.7420,1.1710,0.6550,False,False,False,False,False,False,False,-
UGC03009,64.7747,26.1799,Sbc,3751,1,4079.8413,1,39.4237,0.2174,CosmicFlows-3,Courteau97,-4.7220,-4.2090,1.0310,0.6930,0.3870,False,False,False,False,False,False,False,-
UGC03049,66.7152,1.7045,Sbc,7635,14,7993.9934,14,91.9834,0.2320,CosmicFlows-3,Courteau97,0.0540,0.1460,0.6590,0.4430,0.2480,False,False,False,False,False,False,False,-
UGC03181,72.6561,6.0088,SBb,4613,7,4860.6096,7,56.0091,0.3178,CosmicFlows-3,Courteau97,1.7220,1.5880,0.2940,0.1980,0.1110,False,False,False,False,False,False,False,-
UGC03205,74.0620,30.0524,Sab,3589,10,3305.9844,10,39.5805,0.2646,CosmicFlows-3,SPARC,-1.8880,-1.6090,1.7350,1.1660,0.6520,False,False,False,False,False,False,False,-
UGC03206,73.9932,2.9363,SAB(s)bc,4450,7,4618.8149,7,56.9947,0.4434,CosmicFlows-3,Courteau97,1.7820,1.5880,0.1660,0.1110,0.0620,False,False,False,False,False,False,False,-
UGC03207,74.0408,2.1569,SAB(rs)b pec:,4556,3,4619.2006,3,60.5344,0.3382,CosmicFlows-3,ShellFlow,1.7820,1.5880,0.2600,0.1750,0.0980,False,False,False,False,False,False,False,-
UGC03209,74.1094,3.0319,SB(s)bc pec,8376,6,8591.6947,6,104.9028,0.2625,CosmicFlows-3,Courteau97,1.7820,1.5880,0.2000,0.1340,0.0750,False,False,False,False,False,False,False,-
UGC03231,75.6437,0.2448,SB(s)d:,4834,2,5175.9829,2,60.9237,1.3776,CosmicFlows-3,Courteau97,1.6430,1.5310,0.3180,0.2140,0.1200,False,False,False,False,False,False,False,-
UGC03248,76.7771,3.9786,Sb,8933,1,8833.2725,1,110.3408,0.2874,CosmicFlows-3,Courteau97,0.0540,0.1460,0.2850,0.1910,0.1070,False,False,False,False,False,False,False,-
UGC03261,77.8850,17.0562,Sdm:,5169,5,5149.6297,5,62.7476,0.4020,CosmicFlows-3,Courteau97,-224.5830,-215.4770,1.0640,0.7160,0.4000,False,False,False,False,False,False,False,-
UGC03269,78.5288,6.5207,Sbc,8932,2,8981.0227,2,116.3150,0.3059,CosmicFlows-3,Courteau97,-1.8880,-1.6090,0.4760,0.3200,0.1790,False,False,False,False,False,False,False,-
UGC03270,78.8325,6.4736,Sc,8640,2,8734.3679,2,111.2657,0.3448,CosmicFlows-3,Courteau97,-2.5080,-2.1740,0.5000,0.3360,0.1880,False,False,False,False,False,False,False,-
UGC03291,80.1096,6.5709,SBcd:,8878,7,9232.3561,7,111.6657,0.3116,CosmicFlows-3,Courteau97,-19.0200,-17.5730,0.5770,0.3880,0.2170,False,False,False,False,False,False,False,-
UGC03410,93.6235,80.4499,Sb LIRG,3921,2,3697.0045,2,53.3339,0.3182,CosmicFlows-3,Courteau97,1.5450,1.4500,0.3130,0.2100,0.1180,False,False,False,False,False,False,False,-
UGC03420,94.0059,75.9365,Sb,5106,5,4866.6990,5,69.7247,0.4128,CosmicFlows-3,Courteau97,1.0040,0.9860,0.3960,0.2660,0.1490,False,False,False,False,False,False,False,-
UGC03580,103.8786,69.5631,SA(s)a pec:,1201,5,1129.2747,5,18.0763,0.2578,CosmicFlows-3,SPARC,1.7450,1.5510,0.1690,0.1140,0.0630,False,False,True,True,True,True,True,-
UGC03581,104.7618,80.0035,SAB(rs)c:,4955,7,5273.9098,7,67.0164,0.3378,CosmicFlows-3,ShellFlow,1.5800,1.4790,0.1690,0.1140,0.0640,True,True,True,True,True,True,True,-
UGC03652,105.9633,22.3695,Scd:,4537,1,4690.9694,1,54.8912,0.2428,CosmicFlows-3,Courteau97,0.0540,0.1460,0.1730,0.1160,0.0650,False,False,False,False,False,False,False,-
UGC03717,108.3102,73.8431,Sbc,4187,6,4408.4358,6,52.5314,0.2487,CosmicFlows-3,Courteau97,1.7450,1.5510,0.1150,0.0770,0.0430,True,True,True,True,True,True,True,-
UGC03741,108.4484,50.2571,Scd:,5301,10,5103.4180,10,69.7780,0.2919,CosmicFlows-3,Courteau97,1.7820,1.5880,0.2210,0.1480,0.0830,False,False,True,True,True,True,True,-
UGC03766,108.7098,16.9816,Scd:,4910,9,5121.9625,9,60.4548,0.3180,CosmicFlows-3,Courteau97,-1.5990,-1.3460,0.9220,0.6200,0.3470,False,False,False,False,False,False,False,-
UGC03823,110.6985,18.9276,Sb,8513,10,8426.4911,10,116.1161,0.4482,CosmicFlows-3,Courteau97,1.7820,1.5880,0.2050,0.1380,0.0770,False,False,False,False,False,False,False,-
UGC03876,112.3231,27.8995,SA(s)d,854,2,1068.1710,2,15.4634,0.2283,CosmicFlows-3,Courteau97,1.7450,1.5510,0.1470,0.0990,0.0550,False,False,True,True,True,True,True,-
UGC03905,113.7056,62.5461,Sab,4819,9,4634.2995,9,65.9318,0.2857,CosmicFlows-3,ShellFlow,1.6860,1.4910,0.1970,0.1330,0.0740,True,True,True,True,True,True,True,-
UGC03944,114.6521,37.6335,Scd:,3898,4,3950.8502,4,49.6429,0.2520,CosmicFlows-3,Courteau97,1.7820,1.5880,0.1990,0.1340,0.0750,True,True,True,True,True,True,True,-
UGC03991,116.3979,65.7597,Sc,4084,2,3832.2096,2,53.7382,0.4205,CosmicFlows-3,Courteau97,1.3160,1.1390,0.1500,0.1010,0.0560,True,True,True,True,True,True,True,-
UGC04079,118.7759,55.7037,S pec,6108,11,6183.1777,11,78.4763,0.2994,CosmicFlows-3,ShellFlow,1.1730,1.0080,0.1280,0.0860,0.0480,False,False,True,True,True,True,True,-
UGC04115,119.2575,14.3908,IAm,341,5,559.9575,5,7.7200,0.1800,Tip of the Red Giant Branch,SPARC,1.0600,0.9050,0.0920,0.0620,0.0350,True,True,True,True,True,True,True,-
UGC04128,120.0536,60.2885,Scd:,5977,4,6118.6513,4,79.7054,0.4978,CosmicFlows-3,Courteau97,1.3160,1.1390,0.2030,0.1360,0.0760,True,True,True,True,True,True,True,-
UGC04154,120.0262,13.1521,Sd,4617,1,4981.3555,1,59.5191,0.3173,CosmicFlows-3,Courteau97,0.6090,0.5080,0.0900,0.0600,0.0340,False,False,True,True,True,True,True,-
UGC04213,121.6142,50.9548,SA(s)c,6758,5,7126.7700,5,90.9225,0.3583,CosmicFlows-3,Courteau97,1.5060,1.3170,0.2050,0.1380,0.0770,False,False,True,True,True,True,True,-
UGC04232,121.8408,17.7520,Sbc,5151,2,5102.0225,2,72.3337,0.2998,CosmicFlows-3,Courteau97,1.1730,1.0080,0.1400,0.0940,0.0530,True,True,True,True,True,True,True,-
UGC04262,124.7618,83.2664,Sb,5696,10,5347.5057,10,81.8670,0.3253,CosmicFlows-3,ShellFlow,1.5350,1.3450,0.1280,0.0860,0.0480,True,True,True,True,True,True,True,-
UGC04301,124.0090,28.6247,Sbc,5964,3,5720.7906,3,82.9678,0.2596,CosmicFlows-3,Courteau97,1.1360,0.9740,0.1070,0.0720,0.0400,True,True,True,True,True,True,True,-
UGC04326,125.1465,68.6003,Sbc,4684,6,4993.9642,6,64.1424,0.3234,CosmicFlows-3,Courteau97/ShellFlow,1.2100,1.0410,0.1300,0.0880,0.0490,True,True,True,True,True,True,True,-
UGC04353,125.7091,66.9705,Scd:,4304,106,4372.5785,106,62.0314,1.5363,CosmicFlows-3,Courteau97,1.1730,1.0080,0.1290,0.0870,0.0490,True,True,True,True,True,True,True,-
UGC04429,127.1948,40.6659,Scd:,7334,3,6977.5960,3,105.8509,0.2941,CosmicFlows-3,Courteau97,1.4460,1.2600,0.1490,0.1000,0.0560,True,True,True,True,True,True,True,-
UGC04461,128.3445,52.5322,Sbc,4987,2,4695.7535,2,69.2694,0.2469,CosmicFlows-3,Courteau97,1.3830,1.2010,0.1220,0.0820,0.0460,True,True,True,True,True,True,True,Light_symmetry
UGC04483,129.2625,69.7753,BlueCG HII,157,1,334.2167,1,3.3400,0.3100,Tip of the Red Giant Branch,SPARC,1.3830,1.2010,0.1100,0.0740,0.0410,True,True,True,True,True,True,True,-
UGC04499,129.4229,51.6524,SABdm AGN?,691,1,694.9199,1,9.5078,0.3775,CosmicFlows-3,SPARC,1.2810,1.1070,0.1140,0.0770,0.0430,False,False,True,True,True,True,True,-
UGC04580,131.6387,48.4301,Sbc,7012,2,7117.1957,2,100.0666,0.3019,CosmicFlows-3,Courteau97,0.9810,0.8350,0.1100,0.0740,0.0420,True,True,True,True,True,True,True,-
UGC04746,135.6827,25.4212,Sbc,6038,1,6308.7951,1,84.6449,0.2547,CosmicFlows-3,Courteau97,1.1360,0.9740,0.1310,0.0880,0.0490,False,False,True,True,True,True,True,-
UGC04895,139.2061,27.4896,Sb,7070,1,6880.3624,1,96.8900,0.3110,CosmicFlows-3,Courteau97,0.2660,0.2170,0.0960,0.0650,0.0360,True,True,True,True,True,True,True,-
UGC04900,139.1658,7.2664,Sbc,5627,1,5283.1532,1,84.6601,0.2766,CosmicFlows-3,Courteau97,0.9010,0.7630,0.1210,0.0810,0.0450,True,True,True,True,True,True,True,-
UGC04981,141.0083,68.5624,Sb,3968,86,4184.8688,86,55.9309,1.2501,CosmicFlows-3,Courteau97,1.7630,1.5690,0.2670,0.1790,0.1000,True,True,True,True,True,True,True,-
UGC04996,140.8153,-0.7280,SAB(s)bc: HII,3499,4,3733.6870,4,54.8582,0.3365,CosmicFlows-3,Courteau97,0.9010,0.7630,0.1230,0.0830,0.0460,True,True,True,True,True,True,True,-
UGC05005,141.1224,22.2748,Im,3830,5,3653.0280,5,56.0416,0.2529,CosmicFlows-3,SPARC,1.0210,0.8700,0.0990,0.0660,0.0370,False,False,True,True,True,True,True,FFT_coefficients
UGC05058,142.8426,67.7818,Sc,6372,89,6683.8856,89,88.4234,1.0694,CosmicFlows-3,Courteau97,1.6400,1.4460,0.2830,0.1900,0.1060,True,True,True,True,True,True,True,-
UGC05185,145.7298,28.9808,Spiral,8511,3,8223.1005,3,121.0930,0.2655,CosmicFlows-3,Courteau97,0.0530,0.0420,0.0630,0.0430,0.0240,False,False,True,True,True,True,True,-
UGC05237,146.8339,46.6101,Scd:,4690,5,4371.2716,5,66.9784,0.2617,CosmicFlows-3,Courteau97,0.0530,0.0420,0.0450,0.0300,0.0170,True,True,True,True,True,True,True,-
UGC05272,147.5933,31.4878,ImIII,513,2,434.8584,2,12.5190,0.3709,CosmicFlows-3,SPARC,0.3520,0.2880,0.0720,0.0480,0.0270,True,True,True,True,True,True,True,-
UGC05359,149.7152,19.2150,SABb,8466,1,8123.2670,1,121.1411,0.2799,CosmicFlows-3,Courteau97,0.2660,0.2170,0.0770,0.0520,0.0290,True,True,True,True,True,True,True,-
UGC05396,150.4187,10.7564,Scd:,5400,2,5626.0726,2,75.1547,0.2703,CosmicFlows-3,Courteau97,0.6090,0.5080,0.1000,0.0670,0.0370,False,False,True,True,True,True,True,-
UGC05424,151.0773,3.6876,Scd:,8755,3,8787.4934,3,118.2152,0.2373,CosmicFlows-3,Courteau97,0.2120,0.1720,0.0730,0.0490,0.0270,True,True,True,True,True,True,True,-
UGC05573,154.8960,6.3264,Scd:,8537,4,8244.6021,4,117.5019,0.2422,CosmicFlows-3,Courteau97,0.1370,0.1110,0.0800,0.0540,0.0300,True,True,True,True,True,True,True,-
UGC05604,155.6697,46.2387,Sc,5052,4,4770.9647,4,71.0677,0.2774,CosmicFlows-3,Courteau97,0.1480,0.1200,0.0510,0.0340,0.0190,True,True,True,True,True,True,True,-
UGC05607,155.6017,3.9973,Sb,6838,1,6851.5803,1,97.2873,0.2644,CosmicFlows-3,Courteau97,0.3090,0.2520,0.1090,0.0730,0.0410,True,True,True,True,True,True,True,-
UGC05654,156.6319,15.3400,Sbc,9839,5,9475.2333,5,136.8152,0.3209,CosmicFlows-3,Courteau97,1.2810,1.1070,0.1400,0.0940,0.0520,True,True,True,True,True,True,True,-
UGC05696,157.4650,19.8332,Sb,10615,2,10920.9857,2,141.8150,0.2965,CosmicFlows-3,Courteau97,0.2230,0.1810,0.0760,0.0510,0.0290,True,True,True,True,True,True,True,-
UGC05715,157.8965,0.4754,Sbc,8594,3,8721.9072,3,116.6010,0.2392,CosmicFlows-3,Courteau97,1.3500,1.1700,0.2080,0.1400,0.0780,True,True,True,True,True,True,True,-
UGC05716,157.9303,25.3076,Sm:,1277,1,1622.4435,1,20.0608,0.2896,CosmicFlows-3,SPARC,0.1590,0.1280,0.0540,0.0360,0.0200,True,True,True,True,True,True,True,-
UGC05750,158.9380,20.9902,SBdm:,4170,2,4419.8980,2,61.9344,0.2521,CosmicFlows-3,SPARC,0.1800,0.1460,0.0660,0.0440,0.0250,True,True,True,True,True,True,True,-
UGC05764,159.1806,31.5467,IB(s)m:,582,1,578.5478,1,5.8006,0.3084,CosmicFlows-3,SPARC,0.3520,0.2880,0.0640,0.0430,0.0240,True,True,True,True,True,True,True,-
UGC05787,159.6097,-2.5694,SBbc:,8275,6,8359.5604,6,116.7162,0.2575,CosmicFlows-3,Mathewson96,1.1730,1.0080,0.1420,0.0950,0.0530,True,True,True,True,True,True,True,-
UGC05788,159.6949,5.6969,Sb,8352,4,8633.8133,4,115.8027,0.2426,CosmicFlows-3,Courteau97,0.5240,0.4340,0.0740,0.0500,0.0280,True,True,True,True,True,True,True,-
UGC05820,160.8706,80.8911,Sbc,3625,78,3556.1154,78,49.0076,0.9551,CosmicFlows-3,Courteau97,0.5670,0.4710,0.0760,0.0510,0.0290,False,False,True,True,True,True,True,-
UGC05829,160.6746,34.4489,Im,629,1,296.7695,1,12.1997,0.3350,CosmicFlows-3,SPARC,0.3520,0.2880,0.0760,0.0510,0.0290,True,True,True,True,True,True,True,-
UGC05869,161.4278,11.3442,SAB(rs)b:,6562,4,6419.3169,4,97.6051,0.3677,CosmicFlows-3,Mathewson96,0.4810,0.3980,0.0970,0.0650,0.0370,True,True,True,True,True,True,True,-
UGC05872,161.5396,49.5436,Sbc,9593,2,9947.0171,2,128.1345,0.2651,CosmicFlows-3,Courteau97,0.2230,0.1810,0.0750,0.0500,0.0280,True,True,True,True,True,True,True,-
UGC05897,161.9228,11.0771,SAc,2718,1,2854.6540,1,43.4981,0.2447,CosmicFlows-3,Courteau97,0.4380,0.3610,0.0970,0.0650,0.0360,True,True,True,True,True,True,True,-
UGC05918,162.4021,65.5306,Im:,340,1,428.7702,1,2.1589,0.3573,CosmicFlows-3,SPARC,0.0950,0.0760,0.0350,0.0240,0.0130,False,False,True,True,True,True,True,-
UGC05929,162.3683,4.7994,Sbc,7876,3,7910.0890,3,112.1891,0.2335,CosmicFlows-3,Courteau97,0.9810,0.8350,0.0960,0.0640,0.0360,True,True,True,True,True,True,True,-
UGC05932,162.6001,64.8095,Sbc,12713,3,12507.5172,3,165.3267,0.2503,CosmicFlows-3,Courteau97,0.0950,0.0760,0.1130,0.0760,0.0430,False,False,True,True,True,True,True,-
UGC05974,162.8967,4.5831,Scd:,1039,1,1177.9458,1,14.0800,0.2933,CosmicFlows-3,Courteau97,1.1730,1.0080,0.1100,0.0740,0.0410,True,True,True,True,True,True,True,-
UGC05994,163.1393,10.0191,Sbc,6387,2,6554.4483,2,88.6577,0.3635,CosmicFlows-3,Mathewson96,0.5240,0.4340,0.1040,0.0700,0.0390,True,True,True,True,True,True,True,-
UGC05999,163.2462,7.6201,Im,3392,7,3288.2048,7,51.9539,0.2877,CosmicFlows-3,SPARC,0.5240,0.4340,0.1070,0.0720,0.0400,True,True,True,True,True,True,True,-
UGC06292,169.1170,29.3267,SB(s)b,13863,2,13740.7703,2,184.5627,0.2425,CosmicFlows-3,SCII,0.1690,0.1370,0.0600,0.0400,0.0230,True,True,True,True,True,True,True,-
UGC06325,169.6178,25.3237,Scd?,7547,1,7738.3154,1,103.8228,0.5603,CosmicFlows-3,Courteau97,0.1480,0.1200,0.0520,0.0350,0.0200,True,True,True,True,True,True,True,-
UGC06338,170.0026,36.1009,Scd:,7557,3,7361.1936,3,107.4002,0.3312,CosmicFlows-3,Courteau97,0.2550,0.2080,0.0730,0.0490,0.0270,True,True,True,True,True,True,True,-
UGC06340,169.9812,-0.8796,SAB(rs)bc:,7386,2,7101.4520,2,107.5990,0.2686,CosmicFlows-3,Courteau97/Mathewson96,1.2810,1.1070,0.1570,0.1050,0.0590,True,True,True,True,True,True,True,Light_symmetry
UGC06399,170.8468,50.8927,Sm:,791,1,598.4360,1,18.0000,2.5000,Average Cluster Distance,SPARC,0.1590,0.1280,0.0540,0.0360,0.0200,True,True,True,True,True,True,True,-
UGC06446,171.6686,53.7467,SAd,645,1,788.1032,1,8.8805,0.2912,CosmicFlows-3,SPARC,0.1590,0.1280,0.0520,0.0350,0.0200,True,True,True,True,True,True,True,Light_symmetry
UGC06530,173.2670,72.1109,Sb,13058,48,13151.3564,48,164.1322,0.6304,CosmicFlows-3,Courteau97,0.4380,0.3610,0.0830,0.0560,0.0310,True,True,True,True,True,True,True,-
UGC06533,173.2180,5.7274,Sc(f),5410,4,5092.9947,4,73.9820,0.2662,CosmicFlows-3,Mathewson96,0.8600,0.7270,0.0990,0.0660,0.0370,False,False,True,True,True,True,True,Light_symmetry
UGC06534,173.3366,63.2801,Scd(f),1273,2,1583.7633,2,16.7470,0.2501,CosmicFlows-3,Courteau97,0.6520,0.5440,0.0810,0.0540,0.0300,True,True,True,True,True,True,True,Light_symmetry
