name,rc_model:Tan:r_t,rc_model:Tan:v_c,rc_model:Tan:v0,rc_model:Tan:x0,rc_model:Tanh:r_t,rc_model:Tanh:v_c,rc_model:Tanh:v0,rc_model:Tanh:x0,rc_model:C97:r_t,rc_model:C97:v_c,rc_model:C97:beta,rc_model:C97:gamma,rc_model:C97:v0,rc_model:C97:x0,sersic:Re|f,sersic:Ie|f,sersic:M|f,sersic:n|f,sersic:Re|n,sersic:Ie|n,sersic:M|n,sersic:n|n,sersic:Re|g,sersic:Ie|g,sersic:M|g,sersic:n|g,sersic:Re|r,sersic:Ie|r,sersic:M|r,sersic:n|r,sersic:Re|z,sersic:Ie|z,sersic:M|z,sersic:n|z,sersic:Re|w1,sersic:Ie|w1,sersic:M|w1,sersic:n|w1,sersic:Re|w2,sersic:Ie|w2,sersic:M|w2,sersic:n|w2
IC1532,99.999,99.999,99.999,99.999,18.5,75.21,0,0,9.963,112.4,-0.1545,0.74,0,0,16.95,0.205,16.83,0.9851,25.99,0.1865,15.87,1.127,24.9,1.069,14.08,0.9379,25.18,1.463,13.7,0.9568,25.35,1.58,13.6,0.9643,30.76,0.5479,14.33,0.9638,29.62,0.3446,14.9,0.8864
IC1582,99.999,99.999,99.999,99.999,6.327,188.9,0,0,4.283,215.7,0.004029,1.224,0,0,1.229e+04,0.0001741,9.516,4.008,20.87,0.1659,17.07,0.2381,12.72,1.871,14.93,1.079,11.75,3.312,14.44,1.198,11.28,4.648,14.11,1.318,16.47,1.497,14.63,1.032,17.91,0.7583,15.17,1.067
IC1595,99.999,99.999,99.999,99.999,11.76,198.3,0,0,8.494,213.8,-0.07834,1.459,0,0,-52.8,0.004221,99.999,1,23.37,0.06348,18.07,0.4016,15.18,2.622,14.6,1.113,14.34,5.365,13.93,1.143,14.07,7.954,13.52,1.197,19.15,3.135,13.92,1.059,20.2,1.712,14.47,1.046
IC1597,99.999,99.999,99.999,99.999,9.724,130.2,0,0,8.912,138.4,-0.1079,2.475,0,0,23.68,0.14,16.74,0.3999,22.06,0.2534,16.15,0.5372,16.13,1.667,14.46,1.139,15,2.617,14.07,1.293,14.94,2.979,13.88,1.468,17.88,1.388,14.48,1.044,18.07,0.7791,15.15,1.03
IC1603,99.999,99.999,99.999,99.999,5.273,131.9,0,0,-3.985,145.1,-0.06195,1.425,0,0,71.54,0.02003,15.59,1.534,24.02,0.1737,15.68,0.5686,14.67,1.73,13.98,1.058,13.51,3.138,13.51,1.084,12.77,3.791,13.34,1.344,16.2,1.761,13.79,0.9726,17.23,0.901,14.35,1.053
IC1615,99.999,99.999,99.999,99.999,4.61,199.2,0,0,6.582,197.9,0.0574,4.372,0,0,17.18,0.1375,16.89,0.1852,18.83,0.2446,16.1,0.4302,12.33,4.027,13.54,1.242,11.61,7.592,12.94,1.337,11.49,10.74,12.57,1.387,15.95,4.066,13.07,1.003,16.35,2.198,13.68,1.009
IC1627,99.999,99.999,99.999,99.999,35.47,329.5,0,0,63.49,214,0.7288,5.15,0,0,74.71,0.0127,16.86,1.043,90.39,0.02359,15.69,1.252,42.83,1.086,12.98,1.765,36.42,2.344,12.4,2.142,31.96,4.088,12.03,2.382,46.52,1.717,12.28,1.866,49.51,0.788,12.95,1.996
IC1630,99.999,99.999,99.999,99.999,11.97,165.8,0,0,9.482,190.4,-0.05281,1.245,0,0,69.9,0.02064,16.54,1.84,39.35,0.08258,16.37,1.313,26.81,0.7535,14.79,1.343,21.88,1.544,14.4,1.509,18.52,2.67,14.12,1.646,20.73,1.885,14.25,1.256,20.7,1.265,14.88,1.121
IC1649,99.999,99.999,99.999,99.999,13.5,184.1,0,0,10.85,188.6,-0.1713,3.079,0,0,99.999,99.999,99.999,99.999,30.21,0.07321,17.43,0.3361,20.29,1.79,14.33,1.315,18.86,3.853,13.62,1.409,17.79,7.049,13.07,1.479,20.72,4.061,13.44,1.202,18.26,3.891,13.88,0.8383
IC1650,99.999,99.999,99.999,99.999,5.774,161.8,0,0,4.974e-07,180.3,0.06786,0.2029,0,0,16.92,0.1463,17.09,0.2536,17.12,0.1865,16.25,0.8267,14.7,2.349,13.63,1.326,13.93,4.449,13.03,1.388,13.38,6.697,12.63,1.509,15.82,4.152,12.99,1.01,16.57,2.188,13.54,1.099
IC1657,99.999,99.999,99.999,99.999,11.36,205,0,0,23.03,154.5,0.6508,3.567,0,0,60.43,0.1,15.07,0.8615,36.08,0.3536,14.56,0.6179,22.64,6.312,12.27,0.9326,20.96,11.02,11.77,1.052,19.76,17.03,11.41,1.103,23.07,8.45,11.82,1.123,22.05,5.503,12.38,1.138
IC1683,99.999,99.999,99.999,99.999,2.875,133.1,0,0,7.306,95.73,0.7641,3.628,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
IC1720,99.999,99.999,99.999,99.999,4.796,130.9,0,0,5.781,127.1,0.137,3.003,0,0,16.48,0.2581,15.87,0.2532,16.96,0.3308,15.25,0.7084,11.26,2.981,13.26,1.996,10.71,5.365,12.7,2.131,10.34,8.464,12.26,2.196,13.42,4.353,12.68,1.284,14.88,2.18,13.2,1.322
IC1728,99.999,99.999,99.999,99.999,1.321,203,0,0,1.737,199.1,0.2088,2.596,0,0,18.26,0.1083,16.99,0.3985,18.53,0.1649,16.2,0.5783,15.12,1.95,13.44,1.773,14.73,3.387,12.78,2.247,14.64,4.928,12.31,2.636,13.28,5.914,12.78,1.038,13.77,3.379,13.31,1.03
IC1762,99.999,99.999,99.999,99.999,6.253,179,0,0,4.783,181.2,-0.0414,1.975,0,0,28.31,0.1453,16.26,0.2021,30.21,0.2004,15.62,0.3338,19.79,1.997,13.69,0.8628,18.61,3.555,13.16,0.9293,17.54,4.643,12.94,1.062,22.62,1.796,13.45,0.9836,23.17,1.077,13.99,0.9161
IC1769,99.999,99.999,99.999,99.999,8.024,134.9,0,0,6.281,162.8,-0.08499,1.283,0,0,12.77,0.1628,18.1,0.273,13.97,0.1683,17.31,0.7101,10.95,3.386,14.56,0.7524,10.54,6.125,13.98,0.7898,10.22,9,13.61,0.8267,13.4,3.647,14.07,0.6992,14.05,1.931,14.65,0.72
IC1783,99.999,99.999,99.999,99.999,6.153,178.4,0,0,-3.395,192.8,-0.0191,1.243,0,0,22.56,0.251,15.95,0.2144,26.78,0.3188,15.02,0.5085,19.09,3.673,12.61,1.431,17.53,7.067,12.05,1.553,16.28,11.27,11.67,1.652,20.87,4.925,12.07,1.535,22.54,2.548,12.59,1.619
IC1784,99.999,99.999,99.999,99.999,7.078,213.5,0,0,10.55,198.7,0.4308,2.015,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
IC1788,99.999,99.999,99.999,99.999,8.822,211.4,0,0,2.335,239.3,0.05102,0.8437,0,0,99.999,99.999,99.999,99.999,34.1,0.169,15.26,0.5744,25.23,2.683,12.51,1.303,22.98,5.352,11.88,1.534,21.52,9.356,11.38,1.676,27.44,4.839,11.65,1.402,29.1,2.671,12.16,1.42
IC1797,99.999,99.999,99.999,99.999,11.91,112.4,0,0,8.166,129.9,-0.1073,1.109,0,0,-22.31,0.01176,99.999,1,14.93,0.07462,17.67,1.465,9.352,3.318,14.24,2.177,9.339,5.982,13.59,2.219,9.508,8.923,13.11,2.266,12.7,4.757,13.38,1.452,12.81,2.944,13.88,1.454
IC1839,99.999,99.999,99.999,99.999,3.73,158.8,0,0,1.991,199.4,0.08925,0.7793,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,12.76,1.862,14.52,1.066,11.96,3.437,13.95,1.166,12.22,4.111,13.57,1.565,16.72,1.633,14.05,1.124,18.53,0.8124,14.57,1.164
IC1859,99.999,99.999,99.999,99.999,0.2927,107.8,0,0,0.06165,132.5,0.005302,0.5351,0,0,16.12,0.09073,17.56,0.2383,17.24,0.1739,16.66,0.3662,13.89,2.087,13.66,1.362,12.46,4.435,12.98,1.674,11.65,7.842,12.46,1.809,15.28,4.53,12.71,1.096,15.68,2.584,13.28,1.076
IC1862,99.999,99.999,99.999,99.999,10.66,213.4,0,0,11.38,206.7,0.08398,2.384,0,0,16.25,0.04546,17.84,0.1638,45.66,0.07148,16.46,0.6643,31.8,1.35,13.53,1.69,29.14,2.708,12.93,1.801,26.58,4.777,12.51,1.803,26.8,4.402,12.74,1.314,26.04,2.781,13.24,1.488
IC1885,99.999,99.999,99.999,99.999,13.86,128.7,0,0,10.68,158.4,-0.1259,1.239,0,0,723.6,0.002134,12.88,3.03,22.62,0.1969,16.37,0.4484,16.81,1.697,14.27,0.8333,16.19,2.612,13.84,0.9177,15.48,3.491,13.61,0.9424,19.3,1.261,14.29,0.8291,19.94,0.6552,14.91,0.8647
IC1898,99.999,99.999,99.999,99.999,44.07,123.8,0,0,43.02,128.5,-0.09459,2.726,0,0,21.37,0.1123,16.57,0.1639,52.75,0.2377,15.25,0.2977,52.07,1.336,12.79,1.091,49.6,2.256,12.31,1.127,49.59,2.9,12.01,1.203,54.74,1.659,12.4,1.206,49.35,1.422,12.91,0.937
IC1906,99.999,99.999,99.999,99.999,5.193,134.8,0,0,4.737,146.4,-0.04322,1.693,0,0,13.96,0.2865,16.78,0.2318,15.03,0.3905,16.2,0.3367,12.79,3.126,13.89,0.8651,12.27,5.238,13.37,0.966,11.68,7.504,13.04,1.07,15.82,2.869,13.48,0.9581,16.83,1.556,13.99,0.9941
IC1913,99.999,99.999,99.999,99.999,51.32,126.1,0,0,28.67,115.6,-0.2832,1.814,0,0,39.73,0.2224,15.55,0.9728,25.13,0.8478,15.04,0.3944,25.51,1.86,13.9,1.108,25.51,2.444,13.61,1.104,24.84,2.796,13.53,1.072,31.11,0.8496,14.29,1.172,32.28,0.4362,14.92,1.216
IC1914,99.999,99.999,99.999,99.999,31.98,84.46,0,0,27.24,103.4,-0.07423,1.239,0,0,65.25,0.07585,14.64,0.4829,64.17,0.09298,14.29,0.7946,69.53,0.2691,12.61,1.707,75.41,0.287,12.22,2.256,96.56,0.2005,11.91,3.073,59.48,0.2749,12.95,1.6,65.45,0.1288,13.55,1.677
IC1962,99.999,99.999,99.999,99.999,39.47,78.43,0,0,24.08,102,-0.1525,1.025,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,37.01,0.3915,14.63,1.205,37.03,0.5738,14.2,1.234,39.43,0.6432,13.9,1.343,60.92,0.1684,14.36,1.492,65.96,0.07013,15.08,1.676
IC1997,99.999,99.999,99.999,99.999,11.37,115.8,0,0,10.07,118.9,-0.08437,2.372,0,0,15.5,0.2295,16.06,1.163,12.22,0.5654,15.42,0.744,9.424,2.835,13.93,1.441,8.865,4.508,13.52,1.55,8.726,5.689,13.29,1.586,11.68,2.454,13.75,1.101,12.42,1.39,14.2,1.177
IC2014,99.999,99.999,99.999,99.999,6.001,124.7,0,0,4.886,127.9,-0.1623,2.388,0,0,20.72,0.07738,17.22,0.5386,19.53,0.1465,16.58,0.7069,15.97,0.6824,15.03,1.417,14.64,1.122,14.65,1.511,14.72,1.261,14.46,1.679,17.53,0.5703,15.13,1.142,17.89,0.3239,15.71,1.117
IC2036,99.999,99.999,99.999,99.999,4.729,176.1,0,0,-5.64,167.2,0.2993,2.066,0,0,-38.25,0.004992,99.999,1,9.149,0.1303,16.92,0.1643,10.39,2.873,13.49,2.576,9.882,5.743,12.81,2.791,9.592,9.118,12.34,2.993,10.76,6.793,12.91,1.078,11.08,3.603,13.59,1.011
IC2066,99.999,99.999,99.999,99.999,14.15,138.2,0,0,11.54,172.8,-0.1238,1.241,0,0,15.91,0.03941,18.05,0.3489,17.17,0.05443,17.37,0.5316,10.34,1.237,14.63,1.469,9.75,2.403,13.98,1.645,9.529,3.677,13.55,1.704,11.84,1.887,14.12,0.8767,12.03,1.106,14.73,0.8019
IC2070,99.999,99.999,99.999,99.999,5.792,146.2,0,0,3.747,166.4,-0.04586,1.184,0,0,28.58,0.07383,16.45,0.4199,25.27,0.137,16.11,0.3428,30.19,0.2525,14.12,2.471,28.22,0.4588,13.58,2.654,28.68,0.5806,13.23,2.999,41.41,0.1795,13.75,2.754,39.95,0.133,14.22,2.386
IC2079,99.999,99.999,99.999,99.999,1.175,230.9,0,0,1.174,285.4,0.1198,0.7429,0,0,99.999,99.999,99.999,99.999,18.67,0.08181,17.66,0.5634,14.14,1.355,14.47,2.23,13.16,2.894,13.78,2.356,12.41,4.763,13.27,2.822,13.85,4.009,13.68,1.106,13.7,2.424,14.29,1.016
IC2085,99.999,99.999,99.999,99.999,9.651,70.16,0,0,8.502,72.49,-0.122,2.744,0,0,99.999,99.999,99.999,99.999,81.1,0.006805,17.06,1.722,30.61,0.9244,13.94,1.287,28.25,2.09,13.22,1.328,26.89,3.406,12.73,1.5,30.25,1.605,13.24,1.675,24.96,1.415,13.91,1.312
IC2103,99.999,99.999,99.999,99.999,13.83,190.3,0,0,-14.82,198,0.07648,2.231,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
IC2106,99.999,99.999,99.999,99.999,15.47,182.7,0,0,28.37,150.2,0.6299,2.361,0,0,4254,6.848e-05,11.84,6.124,39.89,0.04748,15.39,1.99,19.15,1.946,13.18,1.238,17.9,3.673,12.6,1.328,17.21,5.86,12.17,1.352,22.97,2.357,12.62,1.127,22.58,1.398,13.25,1.081
IC2129,99.999,99.999,99.999,99.999,10.14,73.03,0,0,8.561,78.92,-0.02359,1.492,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,22.38,1.423,13.33,1.001,22.38,2.241,12.83,1.02,22.74,2.898,12.48,1.08,27.34,1.162,13.11,1.007,29.02,0.596,13.69,1.05
IC2135,99.999,99.999,99.999,99.999,42.41,114.8,0,0,37.45,119.1,-0.2071,3.084,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,41.24,2.552,11.93,0.631,40.39,4.208,11.41,0.6678,39.61,6.576,10.95,0.7015,37.65,5.162,11.25,0.8194,38.64,3.006,11.76,0.8677
IC2143,99.999,99.999,99.999,99.999,14.27,164.6,0,0,18.29,154.2,0.2369,2.655,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,25.13,2.077,12.83,1.206,23.54,3.83,12.26,1.316,21.35,6.897,11.81,1.382,27.65,3.041,12.18,1.281,28.16,1.768,12.73,1.259
IC2150,99.999,99.999,99.999,99.999,17.04,166.3,0,0,9.115,198.1,0.01164,0.9592,0,0,21.98,0.1844,15.23,0.1638,44.94,0.4251,14.26,0.3282,33.22,2.176,12.72,0.9481,31.07,3.665,12.25,1.046,29.44,5.257,11.96,1.096,31.21,3.706,12.4,0.7352,31.84,2.08,13.01,0.7252
IC2151,99.999,99.999,99.999,99.999,16.54,82.87,0,0,12.4,86.62,-0.118,1.706,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
IC2160,99.999,99.999,99.999,99.999,3.462,136.2,0,0,2.857,147.1,0.05042,1.537,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
IC2202,99.999,99.999,99.999,99.999,12.32,190.6,0,0,3.441,238,0.0522,0.717,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
IC2219,99.999,99.999,99.999,99.999,7.997,161.9,0,0,4.058,181.6,-0.1534,1.279,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,14.43,2.176,13.89,1.166,13.2,4.178,13.3,1.365,12.4,7.373,12.81,1.398,16.13,3.674,13.12,1.067,15.72,2.461,13.66,0.9584
IC2233,99.999,99.999,99.999,99.999,109.3,102.9,0,0,58.27,151,-0.1898,0.7877,0,0,46.83,0.3929,14.29,1.079,40.72,0.683,14.03,0.9989,39.1,1.282,13.39,1.102,38.4,1.625,13.15,1.142,32.46,2.054,13.31,1.032,41.6,0.9244,13.65,1,51,0.3654,14.12,1.221
IC2247,99.999,99.999,99.999,99.999,10.8,176.9,0,0,19.86,114.2,0.713,5.091,0,0,-39.86,0.03233,99.999,1,24.83,0.5484,16,0.3564,27.04,1.902,13.7,1.676,24.32,3.648,13.14,1.981,22.62,5.967,12.74,2.073,22.76,6.25,12.9,1.315,23.37,3.635,13.42,1.35
IC2387,99.999,99.999,99.999,99.999,8.608,179.6,0,0,5.607,219.4,0.02998,0.933,0,0,22.58,0.285,15.72,0.2913,21.92,0.4671,15.14,0.4462,14.69,2.566,13.85,0.944,13.15,4.925,13.38,0.956,12.02,7.323,13.1,1.052,16.34,3.09,13.44,0.8993,15.94,2.034,13.99,0.8245
IC2469,99.999,99.999,99.999,99.999,103.7,345,0,0,68.03,251.9,0.0337,3.582,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
IC2510,99.999,99.999,99.999,99.999,10.78,118.5,0,0,12.51,122.5,-0.1113,4.193,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
IC2511,99.999,99.999,99.999,99.999,18.95,193.3,0,0,12.18,203.1,0.08167,1.37,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
IC2522,99.999,99.999,99.999,99.999,16.22,137.6,0,0,15.46,136.1,-0.01992,2.519,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
IC2523,99.999,99.999,99.999,99.999,16.2,120,0,0,13.63,130.4,-0.1893,2.251,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
IC2531,99.999,99.999,99.999,99.999,160.8,320.7,0,0,106,247.4,-0.04326,3.408,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
IC2536,99.999,99.999,99.999,99.999,11.5,125.8,0,0,9.37,141,-0.106,1.479,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
IC2537,99.999,99.999,99.999,99.999,7.769,144.6,0,0,1.01,164.2,0.03056,0.6595,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
IC2538,99.999,99.999,99.999,99.999,5.858,222.8,0,0,0.3705,233.1,0.01239,0.7299,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
IC2539,99.999,99.999,99.999,99.999,5.515,130.3,0,0,2.817,135.4,0.04999,1.247,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
IC2559,99.999,99.999,99.999,99.999,8.975,125.2,0,0,9.349,128.1,-0.07154,3.753,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
IC2573,99.999,99.999,99.999,99.999,15.97,113.9,0,0,16.82,121.4,-0.1268,2.857,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
IC2574,99.999,99.999,99.999,99.999,313.8,62.43,0,0,223.8,94.16,-0.265,0.974,0,0,237.2,0.03781,13,1.281,209.1,0.07886,12.58,1.022,247.3,0.2472,10.96,1.061,245.8,0.2966,10.75,1.123,1177,0.0009036,12.94,4.527,285.9,0.1516,11.2,1.004,379.5,0.05965,11.57,1.073
IC2578,99.999,99.999,99.999,99.999,15.56,156.1,0,0,11.94,200.9,-0.05056,1.08,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
IC2674,99.999,99.999,99.999,99.999,2.922,60.93,0,0,2.248,114.3,0.009643,0.5741,0,0,14.05,0.1014,17.22,0.6845,16.8,0.114,16.73,0.7202,14.13,0.4741,15.29,1.292,14.41,0.5916,14.96,1.43,14.75,0.6539,14.79,1.467,17.42,0.2583,15.58,1.083,15.19,0.1773,16.32,0.905
IC2822,99.999,99.999,99.999,99.999,25.62,107.1,0,0,16.34,101,-0.2969,2.689,0,0,21.4,0.2005,15.79,0.8945,32.17,0.1428,15.12,1.231,28.47,0.368,14.09,2.1,31.62,0.4249,13.65,2.354,33.42,0.4597,13.42,2.492,29.34,0.2846,14.41,1.709,36.38,0.1258,14.8,1.836
IC2857,99.999,99.999,99.999,99.999,15.92,183.4,0,0,17.22,176.9,0.06604,3.676,0,0,1.107e+04,0.0003099,9.253,3.996,39.69,0.1853,16.06,0.6943,24.91,1.834,14.37,1.137,22.84,3.008,13.93,1.376,19.81,5.208,13.63,1.395,24.17,2.45,14,1.438,26.79,1.27,14.47,1.496
IC2889,99.999,99.999,99.999,99.999,4.74,136.3,0,0,2.72,158.5,-0.05503,1.037,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
IC2974,99.999,99.999,99.999,99.999,9.767,227.8,0,0,11.31,226.5,0.2242,2.017,0,0,-78.46,0.01811,99.999,1,45.67,0.4576,14.65,0.236,25.12,3.333,13.07,1.244,22.67,6.35,12.54,1.388,21.4,9.757,12.17,1.453,25.82,5.344,12.53,1.155,27.28,2.859,13.1,1.14
IC2996,99.999,99.999,99.999,99.999,8.366,87.05,0,0,7.088,102.6,-0.07412,1.356,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
IC3005,99.999,99.999,99.999,99.999,10.42,115.4,0,0,9.534,120.7,-0.09434,2.279,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
IC3107,99.999,99.999,99.999,99.999,3.412,195.6,0,0,-2.407,197.1,0.05927,1.619,0,0,32.91,0.04299,16.35,1.317,19.08,0.1885,15.94,0.8096,14.25,1.995,13.6,1.913,12.94,3.767,13.06,2.155,12.12,5.99,12.67,2.255,13.11,4.557,13.15,1.107,13.43,2.693,13.71,1.06
IC3122,99.999,99.999,99.999,99.999,4.654,125.9,0,0,4.274,149.7,-0.155,1.812,0,0,15.37,0.1054,17.24,0.1997,23.82,0.1537,15.93,0.4969,15.24,1.409,14.03,1.428,14.58,2.318,13.53,1.612,13.82,3.312,13.2,1.801,17.04,1.76,13.68,1.09,17.99,0.8834,14.28,1.144
IC3253,99.999,99.999,99.999,99.999,22.01,164.6,0,0,7.717,230.4,0.1381,0.6532,0,0,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999,99.999
IC3258,99.999,99.999,99.999,99.999,5.951,28.11,0,0,3.611,45.62,-0.0986,0.6798,0,0,20.11,0.3522,14.67,1.15,21.7,0.4072,14.39,1.042,26.83,0.594,13.42,1.271,27.5,0.7436,13.14,1.241,30.91,0.6768,12.98,1.254,30.25,0.3347,13.82,1.18,36.62,0.1471,14.19,1.469
IC3298,99.999,99.999,99.999,99.999,11.6,79.62,0,0,10.77,87.1,-0.1374,2.407,0,0,13.62,0.3325,17.18,0.3206,16.85,0.3097,16.37,0.6957,15.76,1.919,14.51,0.7402,15.9,2.63,14.15,0.745,16.17,2.831,14.01,0.7869,18.24,1.164,14.75,0.7179,19.04,0.5967,15.34,0.7635
IC3311,99.999,99.999,99.999,99.999,47.43,112.4,0,0,20.36,117.6,-0.2084,0.9496,0,0,29.07,0.1103,16.92,0.763,34.76,0.1682,16.01,0.8351,32.11,1.297,13.95,0.8467,31.78,1.962,13.53,0.8321,31.01,2.403,13.38,0.8077,34.46,0.9172,14.14,0.91,37.5,0.4792,14.66,0.9288
IC3365,99.999,99.999,99.999,99.999,15.3,46.23,0,0,14.61,86.27,-0.09244,0.7986,0,0,34.46,0.1105,15.41,1.081,37.64,0.1274,15.03,1.146,33.52,0.4631,13.87,1.177,33.54,0.5888,13.61,1.172,36.99,0.5249,13.47,1.297,52.68,0.1447,14.06,1.434,65.92,0.06209,14.44,1.586
IC3374,99.999,99.999,99.999,99.999,6.73,29.52,0,0,2.558,46.55,-0.1191,0.5567,0,0,10.68,0.0334,19.14,0.7002,19.15,0.02358,17.96,1.26,23.01,0.2766,15.01,0.9743,22.81,0.4471,14.51,0.9689,23.51,0.5387,14.23,0.9946,22.24,0.2253,15.3,0.9792,18.08,0.1643,16.22,0.758
IC3392,99.999,99.999,99.999,99.999,11.81,89.51,0,0,6.322,129.6,-0.08884,0.779,0,0,16.51,0.1149,17.28,0.641,41.15,0.07398,15.23,1.691,29.77,2.295,12.31,1.356,28.8,4.2,11.7,1.424,28.7,6.073,11.29,1.496,32.37,3.041,11.8,1.418,36.75,1.288,12.39,1.634
