recno	HRS	r	s_r	rang	s_rang	v	s_v	Nbins	side
1690	157	0.13	0.01	1.5	0.2	-1	0	2	a
1691	157	0.23	0.02	2.8	0.2	25	5	2	r
1692	157	0.28	0.02	3.4	0.3	12	2	4	a
1693	157	0.31	0.01	3.8	0.1	20	2	3	r
1694	157	0.38	0.02	4.6	0.3	20	3	5	r
1695	157	0.39	0.02	4.7	0.3	14	3	2	a
1696	157	0.47	0.02	5.7	0.2	33	7	4	a
1697	157	0.47	0.02	5.7	0.3	27	1	3	r
1698	157	0.56	0.03	6.7	0.3	38	3	6	a
1699	157	0.57	0.02	6.9	0.2	28	2	7	r
1700	157	0.63	0.02	7.7	0.2	23	3	2	r
1701	157	0.65	0.02	7.9	0.3	42	4	7	a
1702	157	0.73	0.02	8.9	0.2	38	5	4	r
1703	157	0.74	0.02	9.0	0.3	50	4	5	a
1704	157	0.81	0.02	9.8	0.2	56	3	7	a
1705	157	0.81	0.0	9.8	0.0	33	2	2	r
1706	157	0.89	0.02	10.8	0.2	46	2	11	r
1707	157	0.89	0.02	10.8	0.2	58	3	9	a
1708	157	0.98	0.02	11.9	0.3	66	3	11	a
1709	157	0.99	0.03	12.0	0.4	64	10	3	r
1710	157	1.08	0.05	13.2	0.6	67	2	23	a
1711	157	1.13	0.07	13.8	0.8	60	1	23	r
1712	157	1.24	0.05	15.0	0.6	69	2	23	a
1713	157	1.33	0.04	16.1	0.5	67	2	23	r
1714	157	1.37	0.03	16.6	0.4	75	1	23	a
1715	157	1.47	0.04	17.8	0.5	70	2	23	r
1716	157	1.47	0.03	17.8	0.3	77	1	23	a
1717	157	1.56	0.03	19.0	0.3	79	1	23	a
1718	157	1.59	0.03	19.3	0.4	74	1	23	r
1719	157	1.65	0.02	20.0	0.3	77	1	23	a
1720	157	1.71	0.03	20.7	0.4	77	1	23	r
1721	157	1.74	0.02	21.1	0.3	78	2	23	a
1722	157	1.8	0.03	21.9	0.4	79	1	23	r
1723	157	1.82	0.02	22.0	0.3	79	1	23	a
1724	157	1.91	0.03	23.1	0.4	77	1	23	a
1725	157	1.92	0.03	23.2	0.4	82	2	23	r
1726	157	1.99	0.02	24.1	0.2	77	1	23	a
1727	157	2.02	0.03	24.5	0.3	83	1	23	r
1728	157	2.07	0.02	25.1	0.3	82	1	23	a
1729	157	2.11	0.02	25.6	0.3	84	1	23	r
1730	157	2.16	0.03	26.1	0.3	83	2	23	a
1731	157	2.2	0.03	26.7	0.4	85	1	23	r
1732	157	2.24	0.04	27.2	0.4	83	1	23	a
1733	157	2.31	0.03	28.0	0.3	87	2	23	r
1734	157	2.35	0.03	28.5	0.4	85	1	23	a
1735	157	2.42	0.04	29.4	0.5	89	1	23	r
1736	157	2.45	0.03	29.7	0.4	83	2	23	a
1737	157	2.55	0.03	30.9	0.3	86	2	23	a
1738	157	2.55	0.03	31.0	0.4	90	2	23	r
1739	157	2.65	0.03	32.1	0.3	88	2	23	a
1740	157	2.68	0.04	32.5	0.5	94	2	23	r
1741	157	2.74	0.03	33.3	0.4	89	2	23	a
1742	157	2.86	0.03	34.7	0.4	89	2	23	a
1743	157	2.88	0.07	34.9	0.8	97	3	23	r
1744	157	3.0	0.04	36.4	0.5	96	3	23	a
1745	157	3.12	0.08	37.9	0.9	98	2	23	r
1746	157	3.13	0.04	38.0	0.5	91	2	23	a
1747	157	3.33	0.07	40.4	0.8	96	2	23	a
1748	157	3.35	0.09	40.7	1.1	104	2	23	r
1749	157	3.56	0.07	43.2	0.9	103	3	23	a
1750	157	3.62	0.09	43.9	1.1	100	3	23	r
1751	157	3.83	0.09	46.5	1.1	111	2	23	a
1752	157	4.04	0.18	49.1	2.2	107	3	20	r
1753	157	4.2	0.14	51.0	1.6	112	3	23	a
1754	157	4.82	0.24	58.4	2.9	122	3	16	a
1755	159	0.16	0.01	1.9	0.2	-15	1	2	a
1756	159	0.21	0.02	2.5	0.3	-2	7	2	r
1757	159	0.21	0.0	2.6	0.0	-8	7	1	a
1758	159	0.29	0.03	3.5	0.3	0	3	2	a
1759	159	0.31	0.03	3.7	0.3	8	1	2	r
1760	159	0.39	0.0	4.7	0.0	7	7	1	r
1761	159	0.39	0.03	4.8	0.3	4	0	2	a
1762	159	0.48	0.0	5.8	0.0	7	7	1	a
1763	159	0.48	0.03	5.9	0.3	0	3	4	r
1764	159	0.54	0.0	6.5	0.0	0	7	1	a
1765	159	0.55	0.02	6.7	0.2	0	2	4	r
1766	159	0.64	0.03	7.7	0.3	1	3	4	r
1767	159	0.65	0.01	7.9	0.2	2	6	3	a
1768	159	0.72	0.02	8.7	0.2	5	1	3	r
1769	159	0.75	0.02	9.1	0.2	0	3	3	a
1770	159	0.79	0.02	9.6	0.3	5	2	6	a
1771	159	0.8	0.03	9.7	0.4	8	2	3	r
1772	159	0.87	0.0	10.5	0.0	11	7	1	r
1773	159	0.88	0.02	10.7	0.2	5	3	4	a
1774	159	1.01	0.0	12.2	0.0	14	7	1	a
1775	159	1.09	0.0	13.2	0.0	24	7	1	r
1776	159	1.14	0.02	13.9	0.2	0	4	6	r
1777	159	1.16	0.0	14.1	0.0	25	7	1	a
1778	159	1.22	0.03	14.8	0.4	4	3	3	r
1779	159	1.32	0.02	16.0	0.3	29	2	2	r
1780	159	1.39	0.02	16.8	0.2	11	3	3	r
1781	159	1.4	0.01	17.0	0.2	11	2	3	a
1782	159	1.48	0.02	17.9	0.3	14	5	3	a
1783	159	1.58	0.0	19.2	0.0	10	7	1	a
1784	159	1.75	0.0	21.3	0.0	7	7	1	a
1785	159	1.76	0.01	21.4	0.1	10	4	3	r
1786	159	1.83	0.04	22.2	0.5	29	0	2	r
1787	159	2.2	0.21	26.7	2.5	30	5	3	a
1788	159	2.57	0.6	31.2	7.3	19	6	5	r
1789	160	0.06	0.0	0.7	0.0	27	24	1	a
1790	160	0.12	0.03	1.5	0.3	17	3	2	a
1791	160	0.14	0.0	1.7	0.0	3	24	1	r
1792	160	0.22	0.03	2.6	0.4	12	5	2	a
1793	160	0.28	0.0	3.4	0.0	24	24	1	a
1794	160	0.32	0.02	3.8	0.3	19	6	3	r
1795	160	0.38	0.02	4.7	0.2	23	8	3	a
1796	160	0.39	0.0	4.7	0.0	31	24	1	r
1797	160	0.45	0.01	5.5	0.2	7	10	2	a
1798	160	0.47	0.0	5.7	0.0	26	24	1	r
1799	160	0.56	0.0	6.8	0.0	42	24	1	r
1800	160	0.58	0.0	7.0	0.0	33	24	1	a
1801	160	0.61	0.0	7.4	0.0	14	24	1	r
1802	160	0.64	0.02	7.7	0.2	18	0	2	a
1803	160	0.72	0.0	8.8	0.0	65	24	1	r
1804	160	0.73	0.02	8.8	0.3	16	3	2	a
1805	160	0.85	0.0	10.3	0.0	29	24	1	r
1806	160	0.91	0.03	11.0	0.4	31	9	3	r
1807	160	0.92	0.02	11.1	0.2	31	3	2	a
1808	160	0.96	0.0	11.7	0.0	36	5	2	a
1809	160	1.0	0.02	12.1	0.3	44	2	4	r
1810	160	1.05	0.01	12.7	0.1	46	24	2	r
1811	160	1.08	0.04	13.1	0.4	51	9	3	a
1812	160	1.16	0.03	14.1	0.4	59	11	2	r
1813	160	1.19	0.0	14.5	0.0	50	1	2	a
1814	160	1.26	0.03	15.2	0.3	58	4	5	a
1815	160	1.26	0.01	15.3	0.2	44	11	3	r
1816	160	1.36	0.06	16.5	0.8	57	2	23	a
1817	160	1.47	0.16	17.9	1.9	66	4	23	r
1818	160	1.56	0.06	18.9	0.7	71	2	23	a
1819	160	1.73	0.06	21.0	0.7	68	2	23	a
1820	160	1.88	0.04	22.8	0.5	74	2	23	a
1821	160	2.03	0.04	24.6	0.5	72	2	23	a
1822	160	2.05	0.17	24.8	2.0	81	2	23	r
1823	160	2.15	0.03	26.1	0.3	74	2	23	a
1824	160	2.27	0.03	27.6	0.4	71	2	23	a
1825	160	2.38	0.04	28.9	0.5	79	2	23	a
1826	160	2.51	0.03	30.5	0.4	75	2	23	a
1827	160	2.62	0.04	31.8	0.5	77	2	23	a
1828	160	2.7	0.24	32.8	2.9	80	3	23	r
1829	160	2.76	0.05	33.4	0.6	82	1	23	a
1830	160	2.93	0.06	35.5	0.7	83	2	23	a
1831	160	3.15	0.06	38.3	0.8	86	3	23	a
1832	160	3.37	0.06	40.9	0.8	87	2	23	a
1833	160	3.59	0.07	43.5	0.8	96	3	23	a
1834	160	3.62	0.39	44.0	4.8	81	3	23	r
1835	160	3.87	0.1	47.0	1.2	96	3	23	a
1836	160	4.97	0.62	60.3	7.5	116	5	19	a
1837	165	0.13	0.0	1.6	0.0	-19	5	1	r
1838	165	0.15	0.0	1.8	0.0	18	5	1	a
1839	165	0.24	0.0	2.9	0.0	-3	5	1	r
1840	165	0.31	0.0	3.7	0.0	32	5	1	a
1841	165	0.4	0.0	4.9	0.0	35	5	1	r
1842	165	0.43	0.0	5.2	0.0	70	5	1	a
1843	165	0.48	0.01	5.9	0.2	43	1	2	r
1844	165	0.5	0.0	6.0	0.0	49	4	2	a
1845	165	0.54	0.0	6.6	0.0	56	5	1	r
1846	165	0.58	0.0	7.0	0.0	56	5	1	a
1847	165	0.68	0.0	8.3	0.0	73	5	1	a
1848	165	1.14	0.33	13.8	4.0	83	5	17	a
1849	165	1.18	0.3	14.3	3.6	93	3	17	r
1850	168	0.02	0.0	0.2	0.0	9	6	1	a
1851	168	0.08	0.0	1.0	0.0	0	6	1	r
1852	168	0.13	0.02	1.6	0.2	0	6	2	r
1853	168	0.14	0.01	1.7	0.1	7	5	2	a
1854	168	0.22	0.02	2.7	0.3	0	4	5	r
1855	168	0.23	0.03	2.8	0.3	-1	1	6	a
1856	168	0.32	0.02	3.9	0.2	6	0	4	a
1857	168	0.33	0.01	4.0	0.1	3	6	4	r
1858	168	0.39	0.02	4.8	0.3	14	5	6	a
1859	168	0.4	0.02	4.9	0.2	15	5	7	r
1860	168	0.49	0.02	5.9	0.3	17	3	10	a
1861	168	0.49	0.02	6.0	0.3	21	3	6	r
1862	168	0.56	0.02	6.8	0.2	18	5	6	a
1863	168	0.57	0.03	6.9	0.3	24	3	4	r
1864	168	0.69	0.06	8.4	0.7	34	2	22	a
1865	168	0.75	0.09	9.1	1.1	32	3	22	r
1866	168	0.88	0.06	10.7	0.7	46	3	22	a
1867	168	1.03	0.06	12.5	0.8	53	2	22	r
1868	168	1.07	0.05	13.0	0.6	52	5	22	a
1869	168	1.24	0.06	15.1	0.8	62	2	22	r
1870	168	1.27	0.06	15.5	0.8	72	4	22	a
1871	168	1.44	0.05	17.5	0.7	68	3	22	r
1872	168	1.51	0.07	18.3	0.8	72	4	22	a
1873	168	1.65	0.06	20.0	0.7	74	2	22	r
1874	168	1.87	0.07	22.6	0.9	79	3	22	r
1875	168	1.87	0.13	22.7	1.6	77	4	22	a
1876	168	2.11	0.08	25.6	1.0	88	2	22	r
1877	168	2.43	0.22	29.5	2.7	93	3	19	a
1878	168	2.44	0.13	29.6	1.6	86	4	22	r
1879	168	3.43	0.69	41.6	8.3	99	2	20	r
1880	169	0.1	0.0	1.3	0.0	-4	8	1	r
1881	169	0.16	0.0	1.9	0.0	0	8	1	a
1882	169	0.28	0.0	3.4	0.0	21	8	1	a
1883	169	0.35	0.01	4.3	0.1	45	7	2	r
1884	169	0.38	0.0	4.6	0.0	21	8	1	a
1885	169	0.46	0.02	5.5	0.3	28	8	3	a
1886	169	0.55	0.02	6.7	0.2	27	1	2	a
1887	169	0.55	0.03	6.7	0.4	39	1	3	r
1888	169	0.64	0.03	7.7	0.3	38	1	5	a
1889	169	0.66	0.01	8.0	0.1	49	8	3	r
1890	169	0.74	0.01	9.0	0.1	47	3	3	a
1891	169	0.76	0.0	9.2	0.0	61	8	1	r
1892	169	0.82	0.01	10.0	0.2	52	6	4	r
1893	169	0.83	0.03	10.0	0.3	54	2	4	a
1894	169	1.03	0.13	12.4	1.5	53	2	24	r
1895	169	1.05	0.14	12.8	1.7	55	2	24	a
1896	169	1.38	0.06	16.8	0.8	63	2	24	a
1897	169	1.41	0.1	17.1	1.2	65	2	24	r
1898	169	1.56	0.04	19.0	0.5	68	2	24	a
1899	169	1.69	0.03	20.5	0.4	73	1	24	a
1900	169	1.72	0.07	20.9	0.9	71	2	24	r
1901	169	1.81	0.04	22.0	0.5	75	2	24	a
1902	169	1.93	0.06	23.5	0.7	73	2	24	r
1903	169	1.95	0.04	23.6	0.5	83	2	24	a
1904	169	2.1	0.05	25.5	0.6	81	2	24	a
1905	169	2.2	0.15	26.7	1.8	80	3	24	r
1906	169	2.28	0.05	27.7	0.6	84	2	24	a
1907	169	2.55	0.16	30.9	1.9	93	3	23	a
1908	171	0.04	0.0	0.5	0.0	27	4	1	a
1909	171	0.13	0.02	1.6	0.2	19	4	3	a
1910	171	0.13	0.03	1.6	0.3	12	4	4	r
1911	171	0.21	0.01	2.5	0.1	40	3	3	a
1912	171	0.21	0.02	2.6	0.2	28	2	3	r
1913	171	0.29	0.02	3.5	0.2	27	7	5	r
1914	171	0.3	0.02	3.6	0.3	50	2	7	a
1915	171	0.38	0.02	4.6	0.3	60	2	7	a
1916	171	0.38	0.01	4.7	0.1	45	4	5	r
1917	171	0.47	0.03	5.7	0.3	61	4	9	a
1918	171	0.48	0.02	5.8	0.2	56	4	6	r
1919	171	0.54	0.01	6.5	0.2	64	1	2	r
1920	171	0.55	0.02	6.6	0.2	71	1	8	a
1921	171	0.62	0.02	7.5	0.3	76	2	10	r
1922	171	0.63	0.03	7.7	0.3	81	1	14	a
1923	171	0.71	0.02	8.7	0.3	74	3	10	a
1924	171	0.72	0.02	8.8	0.2	79	3	11	r
1925	171	0.8	0.03	9.7	0.3	91	3	18	a
1926	171	0.82	0.02	9.9	0.3	87	4	8	r
1927	171	0.88	0.05	10.7	0.6	88	2	21	a
1928	171	0.92	0.06	11.2	0.7	98	3	21	r
1929	171	1.04	0.04	12.6	0.5	95	2	21	a
1930	171	1.1	0.06	13.4	0.7	111	3	21	r
1931	171	1.23	0.05	15.0	0.7	103	3	21	a
1932	171	1.36	0.12	16.5	1.4	123	3	20	r
1933	171	1.57	0.19	19.1	2.3	120	4	16	a
1934	172	0.05	0.0	0.6	0.0	36	12	1	a
1935	172	0.08	0.0	1.0	0.0	17	12	1	r
1936	172	0.15	0.0	1.8	0.0	47	12	1	a
1937	172	0.19	0.0	2.3	0.0	5	12	1	r
1938	172	0.23	0.03	2.7	0.4	45	7	3	a
1939	172	0.28	0.02	3.4	0.3	34	0	2	r
1940	172	0.29	0.0	3.6	0.0	31	12	1	a
1941	172	0.39	0.02	4.8	0.3	56	7	5	r
1942	172	0.4	0.01	4.8	0.2	55	3	5	a
1943	172	0.45	0.0	5.5	0.0	60	6	2	a
1944	172	0.47	0.02	5.7	0.3	68	7	3	r
1945	172	0.55	0.02	6.7	0.3	63	4	6	r
1946	172	0.56	0.03	6.8	0.4	63	3	7	a
1947	172	0.64	0.01	7.8	0.1	70	11	3	r
1948	172	0.64	0.03	7.8	0.3	73	5	4	a
1949	172	0.74	0.02	9.0	0.3	70	3	8	r
1950	172	0.74	0.03	9.0	0.3	78	2	8	a
1951	172	0.81	0.03	9.9	0.3	73	4	7	r
1952	172	0.83	0.03	10.1	0.3	75	2	8	a
1953	172	0.89	0.01	10.8	0.2	78	2	7	a
1954	172	0.91	0.02	11.0	0.3	68	2	5	r
1955	172	0.98	0.03	11.9	0.4	81	2	10	a
1956	172	0.99	0.02	12.0	0.3	86	3	7	r
1957	172	1.06	0.01	12.8	0.1	89	12	3	r
1958	172	1.08	0.03	13.1	0.3	78	4	12	a
1959	172	1.18	0.03	14.3	0.3	87	2	6	a
1960	172	1.18	0.03	14.3	0.3	81	4	9	r
1961	172	1.25	0.02	15.2	0.3	88	5	5	r
1962	172	1.27	0.03	15.4	0.4	89	11	3	a
1963	172	1.34	0.02	16.2	0.3	89	2	5	r
1964	172	1.34	0.02	16.3	0.3	88	1	7	a
1965	172	1.5	0.1	18.2	1.2	97	2	25	r
1966	172	1.51	0.19	18.3	2.3	98	3	17	a
1967	172	1.85	0.16	22.5	1.9	112	2	23	r
1968	177	0.12	0.02	1.4	0.3	-3	2	3	a
1969	177	0.15	0.0	1.8	0.0	29	8	1	r
1970	177	0.23	0.01	2.8	0.1	1	2	3	a
1971	177	0.31	0.02	3.7	0.2	34	2	4	r
1972	177	0.31	0.03	3.7	0.4	24	1	6	a
1973	177	0.37	0.01	4.5	0.2	23	5	3	a
1974	177	0.39	0.02	4.8	0.2	44	8	2	r
1975	177	0.46	0.02	5.5	0.2	53	3	3	r
1976	177	0.49	0.02	5.9	0.2	42	2	8	a
1977	177	0.55	0.02	6.7	0.3	42	2	6	a
1978	177	0.57	0.02	6.9	0.2	45	2	5	r
1979	177	0.64	0.02	7.7	0.3	55	4	9	a
1980	177	0.65	0.02	7.9	0.2	49	4	8	r
1981	177	0.73	0.02	8.9	0.2	51	2	12	a
1982	177	0.73	0.01	8.9	0.1	61	1	2	r
1983	177	0.85	0.05	10.3	0.5	60	1	23	a
1984	177	0.97	0.03	11.7	0.3	58	1	23	a
1985	177	1.01	0.17	12.3	2.1	58	2	23	r
1986	177	1.07	0.03	13.0	0.4	59	1	23	a
1987	177	1.16	0.02	14.1	0.3	61	1	23	a
1988	177	1.24	0.02	15.1	0.3	64	1	23	a
1989	177	1.32	0.02	16.0	0.3	66	1	23	a
1990	177	1.41	0.03	17.1	0.4	64	1	23	a
1991	177	1.49	0.11	18.1	1.4	57	2	23	r
1992	177	1.5	0.02	18.2	0.3	67	1	23	a
1993	177	1.59	0.03	19.3	0.4	66	1	23	a
1994	177	1.7	0.03	20.6	0.4	68	2	23	a
1995	177	1.82	0.09	22.1	1.1	69	2	23	r
1996	177	1.82	0.05	22.1	0.6	71	2	23	a
1997	177	2.01	0.07	24.4	0.9	76	1	23	a
1998	177	2.15	0.13	26.1	1.5	75	2	18	r
1999	177	2.33	0.1	28.3	1.3	73	2	23	a
2000	177	2.87	0.24	34.8	3.0	75	2	18	a
2001	182	0.24	0.0	2.9	0.0	56	19	1	a
2002	182	0.43	0.0	5.2	0.0	92	19	1	a
2003	182	0.49	0.0	6.0	0.0	128	19	1	a
2004	182	0.7	0.0	8.5	0.0	123	19	2	a
2005	182	0.78	0.01	9.5	0.1	115	8	2	a
2006	182	0.83	0.0	10.1	0.1	144	2	2	r
2007	182	0.9	0.0	10.9	0.0	131	19	1	r
2008	182	0.94	0.0	11.4	0.0	154	19	1	a
2009	182	0.97	0.0	11.8	0.0	123	19	1	r
2010	182	0.99	0.01	12.0	0.2	124	11	3	a
2011	182	1.07	0.0	13.0	0.0	176	19	1	a
2012	182	1.07	0.02	13.0	0.3	137	8	2	r
2013	182	1.38	0.16	16.8	1.9	159	2	25	a
2014	182	1.68	0.3	20.3	3.7	165	3	25	r
2015	182	1.82	0.11	22.1	1.3	169	3	25	a
2016	182	2.2	0.12	26.6	1.5	178	2	25	a
2017	182	2.52	0.07	30.6	0.8	178	4	25	a
2018	182	2.53	0.21	30.7	2.5	177	3	25	r
2019	182	2.75	0.06	33.4	0.7	178	2	25	a
2020	182	2.94	0.05	35.6	0.6	183	2	25	a
2021	182	3.12	0.07	37.9	0.9	182	2	25	a
2022	182	3.16	0.16	38.3	2.0	185	5	18	r
2023	182	3.35	0.08	40.6	1.0	186	3	25	a
2024	182	3.71	0.13	45.0	1.6	185	2	25	a
2025	182	4.31	0.24	52.3	2.9	190	3	22	a
2026	185	0.57	0.0	6.9	0.0	187	39	1	a
2027	185	0.6	0.0	7.3	0.0	181	39	1	r
2028	185	0.74	0.03	9.0	0.4	131	13	3	a
2029	185	0.76	0.0	9.2	0.0	114	39	1	r
2030	185	0.81	0.0	9.8	0.0	153	21	2	a
2031	185	0.83	0.02	10.1	0.2	119	39	3	r
2032	185	0.89	0.02	10.9	0.3	157	14	4	r
2033	185	0.93	0.02	11.2	0.2	116	13	4	a
2034	185	0.97	0.0	11.8	0.0	60	39	1	r
2035	185	1.01	0.01	12.2	0.2	138	3	2	a
2036	185	1.08	0.02	13.1	0.2	136	9	3	a
2037	185	1.09	0.02	13.2	0.3	182	14	4	r
2038	185	1.15	0.01	13.9	0.2	158	20	5	r
2039	185	1.18	0.02	14.3	0.3	157	16	5	a
2040	185	1.26	0.01	15.3	0.2	175	8	4	r
2041	185	1.27	0.01	15.4	0.2	179	8	5	a
2042	185	1.32	0.02	16.1	0.3	169	14	2	a
2043	185	1.33	0.02	16.1	0.2	146	5	2	r
2044	185	1.53	0.12	18.6	1.5	180	7	8	a
2045	185	1.68	0.26	20.4	3.2	168	7	24	r
2046	187	0.06	0.0	0.8	0.0	31	15	1	r
2047	187	0.16	0.0	1.9	0.0	-34	15	1	a
2048	187	0.16	0.0	2.0	0.0	-14	15	1	r
2049	187	0.19	0.0	2.3	0.0	31	10	2	r
2050	187	0.19	0.01	2.3	0.1	-13	13	2	a
2051	187	0.3	0.01	3.6	0.1	21	7	3	r
2052	187	0.33	0.0	4.0	0.0	4	10	4	a
2053	187	0.38	0.0	4.7	0.0	-6	15	1	a
2054	187	0.4	0.02	4.9	0.2	19	6	7	r
2055	187	0.48	0.02	5.8	0.3	9	3	3	a
2056	187	0.49	0.01	5.9	0.1	13	15	2	r
2057	187	0.57	0.03	6.9	0.3	35	6	6	r
2058	187	0.57	0.02	6.9	0.2	5	5	4	a
2059	187	0.63	0.02	7.7	0.3	22	4	3	a
2060	187	0.66	0.03	8.0	0.4	24	3	4	r
2061	187	0.71	0.02	8.7	0.2	21	7	5	a
2062	187	0.73	0.02	8.9	0.3	21	7	5	r
2063	187	0.81	0.02	9.9	0.3	24	2	6	a
2064	187	0.82	0.02	10.0	0.2	36	4	11	r
2065	187	0.89	0.02	10.8	0.3	31	7	9	a
2066	187	0.9	0.02	11.0	0.2	39	10	4	r
2067	187	0.98	0.02	11.8	0.2	42	4	7	a
2068	187	0.98	0.02	11.9	0.3	41	3	19	r
2069	187	1.07	0.02	12.9	0.3	47	2	18	r
2070	187	1.08	0.02	13.1	0.3	51	4	13	a
2071	187	1.14	0.02	13.9	0.3	48	6	5	a
2072	187	1.16	0.03	14.0	0.3	47	2	23	r
2073	187	1.24	0.02	15.0	0.2	48	3	12	a
2074	187	1.24	0.03	15.1	0.3	49	2	24	r
2075	187	1.33	0.02	16.2	0.3	49	2	23	r
2076	187	1.34	0.02	16.3	0.3	53	5	13	a
2077	187	1.4	0.02	17.0	0.2	52	2	18	r
2078	187	1.46	0.05	17.7	0.6	66	3	18	a
2079	187	1.46	0.02	17.8	0.3	49	1	18	r
2080	187	1.54	0.02	18.7	0.2	54	3	18	r
2081	187	1.59	0.04	19.3	0.5	70	4	18	a
2082	187	1.61	0.03	19.5	0.3	52	2	18	r
2083	187	1.71	0.03	20.7	0.4	61	4	18	r
2084	187	1.74	0.04	21.1	0.4	75	3	18	a
2085	187	1.83	0.03	22.2	0.4	69	3	18	r
2086	187	1.89	0.05	22.9	0.6	70	4	18	a
2087	187	1.96	0.04	23.7	0.5	70	3	18	r
2088	187	2.05	0.05	24.9	0.6	76	3	18	a
2089	187	2.09	0.03	25.3	0.4	80	5	18	r
2090	187	2.17	0.04	26.3	0.4	85	4	18	a
2091	187	2.22	0.04	26.9	0.5	89	3	18	r
2092	187	2.29	0.04	27.8	0.4	86	4	18	a
2093	187	2.35	0.03	28.5	0.4	87	4	18	r
2094	187	2.42	0.04	29.4	0.5	85	4	18	a
2095	187	2.46	0.03	29.9	0.4	93	2	18	r
2096	187	2.55	0.04	31.0	0.5	94	2	18	a
2097	187	2.56	0.02	31.0	0.2	90	5	18	r
2098	187	2.65	0.03	32.2	0.3	92	4	18	r
2099	187	2.66	0.03	32.3	0.4	92	3	18	a
2100	187	2.75	0.02	33.3	0.2	96	3	18	a
2101	187	2.76	0.04	33.5	0.4	94	4	18	r
2102	187	2.81	0.02	34.1	0.2	96	2	18	a
2103	187	2.85	0.02	34.6	0.2	94	4	18	r
2104	187	2.87	0.01	34.8	0.2	94	2	18	a
2105	187	2.91	0.01	35.4	0.1	99	3	18	a
2106	187	2.95	0.05	35.8	0.6	105	4	18	r
2107	187	2.96	0.02	36.0	0.2	98	2	18	a
2108	187	3.02	0.01	36.6	0.1	102	2	18	a
2109	187	3.05	0.01	37.1	0.2	103	3	18	a
2110	187	3.07	0.03	37.2	0.4	98	4	18	r
2111	187	3.11	0.01	37.7	0.2	104	2	18	a
2112	187	3.15	0.01	38.2	0.2	102	2	18	a
2113	187	3.16	0.03	38.4	0.3	105	4	18	r
2114	187	3.19	0.01	38.8	0.2	100	3	18	a
2115	187	3.23	0.01	39.2	0.1	99	3	18	a
2116	187	3.27	0.03	39.7	0.4	103	4	18	r
2117	187	3.27	0.01	39.7	0.2	104	2	18	a
2118	187	3.31	0.02	40.2	0.2	99	3	18	a
2119	187	3.37	0.01	40.9	0.1	109	2	18	a
2120	187	3.37	0.03	40.9	0.3	105	5	18	r
2121	187	3.43	0.02	41.6	0.2	105	3	18	a
2122	187	3.46	0.02	41.9	0.3	104	4	18	r
2123	187	3.48	0.02	42.3	0.2	104	4	18	a
2124	187	3.54	0.03	42.9	0.3	110	3	18	r
2125	187	3.56	0.02	43.2	0.3	109	3	18	a
2126	187	3.64	0.03	44.2	0.3	98	3	18	r
2127	187	3.65	0.02	44.2	0.3	116	3	18	a
2128	187	3.74	0.03	45.3	0.4	121	4	18	a
2129	187	3.74	0.03	45.4	0.4	108	3	18	r
2130	187	3.81	0.02	46.2	0.2	119	4	18	a
2131	187	3.85	0.04	46.8	0.4	114	3	18	r
2132	187	3.91	0.03	47.4	0.4	119	4	18	a
2133	187	3.96	0.02	48.0	0.3	117	4	18	r
2134	187	3.99	0.03	48.4	0.3	116	4	18	a
2135	187	4.06	0.05	49.3	0.6	115	4	18	r
2136	187	4.07	0.02	49.4	0.3	116	6	18	a
2137	187	4.17	0.02	50.6	0.3	113	5	18	a
2138	187	4.18	0.03	50.8	0.3	113	3	18	r
2139	187	4.24	0.03	51.5	0.3	120	5	18	a
2140	187	4.28	0.02	51.9	0.3	121	4	18	r
2141	187	4.32	0.02	52.4	0.3	112	5	18	a
2142	187	4.36	0.02	52.9	0.3	123	4	18	r
2143	187	4.4	0.02	53.3	0.3	123	4	18	a
2144	187	4.44	0.03	53.9	0.3	129	3	18	r
2145	187	4.47	0.02	54.2	0.3	122	3	18	a
2146	187	4.51	0.01	54.7	0.2	126	5	18	r
2147	187	4.54	0.02	55.1	0.2	124	3	18	a
2148	187	4.57	0.02	55.4	0.2	120	3	18	r
2149	187	4.61	0.02	55.9	0.2	125	5	18	a
2150	187	4.64	0.02	56.3	0.3	128	3	18	r
2151	187	4.7	0.02	57.0	0.3	133	3	18	a
2152	187	4.72	0.02	57.3	0.3	130	3	18	r
2153	187	4.8	0.03	58.2	0.4	126	5	18	r
2154	187	4.8	0.04	58.3	0.4	137	4	18	a
2155	187	4.91	0.04	59.6	0.5	132	3	18	r
2156	187	5.0	0.07	60.7	0.9	136	5	18	a
2157	187	5.09	0.07	61.8	0.8	124	4	18	r
2158	187	5.29	0.1	64.2	1.3	123	5	18	a
2159	187	5.42	0.1	65.8	1.2	115	4	18	r
2160	187	5.65	0.09	68.5	1.1	118	4	18	a
2161	187	5.78	0.1	70.1	1.3	128	5	18	r
2162	187	5.84	0.03	70.8	0.4	128	4	18	a
2163	187	5.97	0.04	72.5	0.4	129	3	18	a
2164	187	6.04	0.07	73.3	0.8	140	4	18	r
2165	187	6.1	0.03	74.0	0.4	128	2	18	a
2166	187	6.24	0.04	75.7	0.5	132	3	18	a
2167	187	6.25	0.05	75.8	0.7	128	3	18	r
2168	187	6.42	0.05	77.9	0.6	133	3	18	r
2169	187	6.47	0.11	78.5	1.3	133	4	18	a
2170	187	6.58	0.05	79.8	0.6	125	3	18	r
