galaxy,source,R_m,R_kpc,g_dm,sigma_gdm,rho_dm,sigma_rho_dm,M_dm_enc,cs2,sigma_cs2,xi_eff,X_TF,g_star,log_gbar,env_dense,logMh,sigma_log_gobs,T
390-060,Catinella2005,3.6427906242e+20,11.804247,5.265334059147144e-11,2.2369109152091695e-11,5.5904799901127955e-22,1.5210686109848073e-22,1.0469071071928538e+41,26505909308.913734,12309857580.941042,2.4129957234050213e+20,1.509654819884883,1.0984648274266634e-10,-10.351694,field,11.0,0.1,
390-060,Catinella2005,4.1475105532e+20,13.439762,6.049115514168261e-11,2.2507781407797473e-11,4.995449636475909e-22,1.2926625858088266e-22,1.5591240655643753e+41,22149342189.497414,8359213591.169348,2.944711928974921e+20,1.408460539854499,7.521734799100633e-11,-10.42877,field,11.0,0.1,
390-060,Catinella2005,4.6522304822e+20,15.075277,6.580520782423609e-11,2.2394928937433504e-11,4.252017508115647e-22,1.0768737393979832e-22,2.1340102829932405e+41,21922810038.494427,7481338661.215804,3.4450912697993075e+20,1.3503939715568156,6.363491797931825e-11,-10.502314,field,11.0,0.1,
393-015,Catinella2005,2.60836435e+19,0.845225,6.3636130654532e-11,1.697034567473035e-11,2.0995433582056143e-20,5.178326813296721e-21,6.487152002982167e+38,1969852006.7479823,525320558.99191636,1.899457213431927e+19,1.3732156384229492,1.0370604785505361e-10,-10.99718,field,11.0,0.1,
393-015,Catinella2005,8.359514186e+19,2.708851,8.96533660327763e-11,2.226987035099587e-11,2.1628331884655254e-21,5.30394729583785e-22,9.387338439584308e+39,3275107085.9793015,813546119.2583297,7.225596673504184e+19,1.1569306402962987,4.532645861606027e-11,-11.150983,field,11.0,0.1,
393-015,Catinella2005,1.4110667108000001e+20,4.572478,7.47985465113292e-11,1.8386060663188538e-11,8.424372128658016e-22,2.0457020502167656e-22,2.231526502358018e+40,4271156766.0118256,1049909971.8140756,1.1140469722569081e+20,1.2666132990257766,3.833910842519541e-11,-11.296614,field,11.0,0.1,
393-015,Catinella2005,1.9861816944e+20,6.436104,5.988507888606612e-11,1.4637189272459077e-11,4.672718773422287e-22,1.125487471746762e-22,3.5397319306421213e+40,7827304908.297372,1913357249.1687472,1.4030968992763091e+20,1.4155698693543084,5.5785918366255016e-11,-11.433748,field,11.0,0.1,
393-015,Catinella2005,2.5612969865999997e+20,8.299731,4.909373412432218e-11,1.1935199663502553e-11,2.936371699002032e-22,7.047489771490332e-23,4.825693571886802e+40,18049554929.562637,4391154872.156262,1.638258193396585e+20,1.5634269353414234,1.1017527641440125e-10,-11.562221,field,11.0,0.1,
394-039,Catinella2005,1.8949428699999998e+19,0.614045,4.477967775787382e-10,1.230364207812294e-10,2.0378482101236812e-19,5.33797206260146e-20,2.4092784934055908e+39,12352031769.21061,3393963628.422801,3.6605469382990787e+19,0.5176665951674724,3.3743678137207943e-10,-10.062765,field,11.0,0.1,
394-039,Catinella2005,8.787360311999999e+19,2.847492,5.316301402895812e-10,1.3743384238449683e-10,9.228283628170478e-21,2.4383676320795174e-21,6.150922587642339e+40,17349612116.534286,4485288734.276693,1.8495778200696904e+20,0.4751008698660162,9.380309348584516e-11,-10.185503,field,11.0,0.1,
394-039,Catinella2005,1.567978084e+20,5.08094,3.4334460355125754e-10,9.051002580179034e-11,2.763707899784009e-21,7.47425840613756e-22,1.2648062408463287e+41,19497528190.70907,5140054540.5110655,2.652250121973227e+20,0.591187863848019,7.35131578623635e-11,-10.303334,field,11.0,0.1,
394-039,Catinella2005,2.2572198282e+20,7.314387,2.383409344669162e-10,6.37139732281712e-11,1.243278552949249e-21,3.404726218170305e-22,1.819533888490438e+41,25740256520.261684,6880971726.091399,3.181138314579807e+20,0.7095635602685681,8.091523842986905e-11,-10.416061,field,11.0,0.1,
394-039,Catinella2005,2.9464615724e+20,9.547834,1.8002795513292727e-10,4.8350134740696404e-11,6.883247136096068e-22,1.855511266400689e-22,2.3418296971173617e+41,24558587313.67965,6600844976.541953,3.608943912762808e+20,0.8164331847829555,6.804923519822438e-11,-10.523545,field,11.0,0.1,
394-039,Catinella2005,3.6357033166e+20,11.781281,1.4426781730923773e-10,3.867031312507759e-11,4.488914153761885e-22,1.1760651531930873e-22,2.8573282277353317e+41,25381226140.500393,6820116420.907793,3.98641532707285e+20,0.9120232134140496,6.366929699504581e-11,-10.625706,field,11.0,0.1,
394-039,Catinella2005,4.3249453694000005e+20,14.014729,1.2028782039580033e-10,3.205927439927666e-11,3.161016179573586e-22,8.062537831370719e-23,3.371294603201251e+41,25390347633.692337,6785953237.862379,4.330128960913015e+20,0.9988029013547159,5.863646986702849e-11,-10.722532,field,11.0,0.1,
394-039,Catinella2005,5.0141871136000003e+20,16.248176,1.0307053668507026e-10,2.7265827871896938e-11,2.3384949209773674e-22,5.815709724228519e-23,3.882839221896043e+41,25515233081.423935,6764390694.118367,4.647048253724633e+20,1.0790047444807795,5.490632265540463e-11,-10.814077,field,11.0,0.1,
394-039,Catinella2005,5.7034288577999995e+20,18.481623,9.006034722179086e-11,2.363288211841207e-11,1.8023739947823012e-22,4.422866737882615e-23,4.3895446615155745e+41,24727250661.359756,6501977378.663007,4.940969968113122e+20,1.1543136053462086,5.0045336889191216e-11,-10.900459,field,11.0,0.1,
394-051,Catinella2005,9.070769294e+19,2.939329,8.012860516952384e-11,3.131487544976999e-11,5.668647208467067e-21,1.6716499169279599e-21,9.878468584010481e+39,7122458342.36894,2785912525.3716173,7.412202738822311e+19,1.2237616284415354,9.609098122834931e-11,-10.25282,field,11.0,0.1,
394-051,Catinella2005,1.5310544026e+20,4.961291,1.2129805998195193e-10,3.875597692865057e-11,2.3635185010340798e-21,6.753242964043327e-22,4.2603854997830207e+40,12217377369.770742,3908979900.984398,1.5393129643218505e+20,0.9946349040687195,7.936902795561881e-11,-10.327745,field,11.0,0.1,
394-051,Catinella2005,2.1550318758e+20,6.983253,1.3730275259623622e-10,4.076596137915017e-11,1.602582536927062e-21,4.3879159151813795e-22,9.554334418076787e+40,20427033856.548218,6079754971.676977,2.305168611082576e+20,0.9348695212312182,8.86140552076799e-11,-10.400755,field,11.0,0.1,
394-051,Catinella2005,2.7790090404000003e+20,9.005214,1.4003372572816506e-10,4.001379001395295e-11,1.159737791452541e-21,3.094634462539833e-22,1.6204153950529254e+41,28117679239.09706,8054990413.3336735,3.0020343583675646e+20,0.9257086057839657,9.366208338263921e-11,-10.471804,field,11.0,0.1,
394-051,Catinella2005,3.4029865136e+20,11.027176,1.360613587216665e-10,3.795698329241834e-11,8.337553641158638e-22,2.1848773624824104e-22,2.360853602423912e+41,26841189586.366703,7496430867.914791,3.62357293089031e+20,0.9391246094676748,7.407382188323125e-11,-10.540853,field,11.0,0.1,
394-051,Catinella2005,4.0269639868e+20,13.049138,1.289853785864596e-10,3.537990713974181e-11,6.108460020820803e-22,1.5777396099464698e-22,3.134077790555739e+41,26714795501.120148,7334254705.424247,4.175008500407414e+20,0.9645403084585414,6.398740385441901e-11,-10.607873,field,11.0,0.1,
394-051,Catinella2005,4.65094146e+20,15.0711,1.2074734154165757e-10,3.2693821616181205e-11,4.572644622338522e-22,1.1661232208239663e-22,3.913570141258147e+41,27046937837.318085,7329525226.393351,4.665401654980779e+20,0.9969005466088131,5.797343902521832e-11,-10.672843,field,11.0,0.1,
394-051,Catinella2005,5.2749189332e+20,17.093062,1.1236462588666922e-10,3.010410282418982e-11,3.4996004159207935e-22,8.820400728007083e-23,4.684626675977365e+41,27316666345.491398,7324906255.171773,5.104344427011247e+20,1.0334175149478755,5.351650292432589e-11,-10.735753,field,11.0,0.1,
394-051,Catinella2005,5.8988960978e+20,19.115023,1.0434195276644791e-10,2.770363066371177e-11,2.736883522336171e-22,6.822198543693132e-23,5.440192298290187e+41,27626060516.468575,7341612937.557649,5.500594164784133e+20,1.0724107107493719,5.0223775266562937e-11,-10.796603,field,11.0,0.1,
394-051,Catinella2005,6.522873571e+20,21.136985,9.690470529426984e-11,2.552540777019647e-11,2.184420569101468e-22,5.388888945817177e-23,6.177838980801827e+41,27972652727.844124,7375118521.58924,5.8616619769106006e+20,1.1128027506011005,4.7721367827128033e-11,-10.855403,field,11.0,0.1,
394-051,Catinella2005,7.146851044200001e+20,23.158947,9.012660740691218e-11,2.357109122620223e-11,1.7763617035698982e-22,4.340286415021948e-23,6.897572630496855e+41,28360968796.648556,7424217435.575555,6.19370646543301e+20,1.153889207389223,4.578997883566283e-11,-10.912171,field,11.0,0.1,
394-051,Catinella2005,7.770828517399999e+20,25.180909,8.400411657849161e-11,2.1827383991302034e-11,1.4690450705535876e-22,3.5580616900983283e-23,7.600619948936715e+41,28692658553.65142,7462186915.830366,6.501700901764324e+20,1.1951993231942244,4.413100354380387e-11,-10.966938,field,11.0,0.1,
394-051,Catinella2005,8.394805990599999e+20,27.202871,7.849651230003931e-11,2.0274758445122863e-11,1.2337421157282e-22,2.9654833142216795e-23,8.288682155059205e+41,29147443578.275303,7534412968.971384,6.78961613439137e+20,1.2364183518531893,4.2929442550713686e-11,-11.01974,field,11.0,0.1,
394-051,Catinella2005,9.0187831552e+20,29.224832,7.354728975058258e-11,1.8891902202343178e-11,1.048566606058886e-22,2.502025122150005e-23,8.96347395959327e+41,29991207873.286118,7708208240.333763,7.060584560686499e+20,1.2773422763628945,4.247694736251424e-11,-11.070622,field,11.0,0.1,
394-051,Catinella2005,9.642760628400001e+20,31.246794,6.909612662628501e-11,1.7658129142398176e-11,9.081190193558549e-23,2.1584108124831566e-23,9.626541161254168e+41,29617185234.41212,7572599815.9735565,7.317076813307479e+20,1.317843296500978,4.0476799670255893e-11,-11.119635,field,11.0,0.1,
400662,Catinella2005,6.513496760000001e+19,2.11066,6.157922540773462e-11,2.871704103096064e-11,8.682642502226333e-21,2.5365326021476728e-21,3.9145011256314027e+39,3911261968.9301224,1824656242.2956846,4.665956539344673e+19,1.3959617294066806,8.38255122170395e-11,-10.199714,field,11.0,0.1,
400662,Catinella2005,1.3395295275999999e+20,4.340666,1.1221860305164611e-10,3.614603699060543e-11,2.2945619656137233e-21,6.469218111039883e-22,3.0170550772210854e+40,8115652167.588566,2616350768.7557507,1.2953707829991355e+20,1.034089656166727,6.265119048616045e-11,-10.349094,field,11.0,0.1,
400662,Catinella2005,2.0277090706e+20,6.570671,1.1957958281239046e-10,3.4982165387686435e-11,1.2538964304963668e-21,3.337422125450194e-22,7.366854959206612e+40,12860552822.658583,3769397573.0426764,2.024153938434215e+20,1.0017563546419472,6.353544845806969e-11,-10.490179,field,11.0,0.1,
400662,Catinella2005,2.7158889222e+20,8.800677,1.116869901783946e-10,3.1205898293108004e-11,7.666067447909459e-22,1.9695776394710497e-22,1.2343558862830755e+41,17020393352.792822,4767899408.720484,2.6201290020806935e+20,1.0365477883124312,6.496013493716e-11,-10.622721,field,11.0,0.1,
400662,Catinella2005,3.4040687738e+20,11.030683,9.952673532210388e-11,2.7043300171147417e-11,4.822041587342781e-22,1.2039743209156985e-22,1.728025741740511e+41,16856171492.772114,4585084894.17317,3.1001134119544947e+20,1.0980465297409472,5.437275755065034e-11,-10.746642,field,11.0,0.1,
400662,Catinella2005,4.0922486254e+20,13.260689,8.721921326791079e-11,2.324655963235266e-11,3.3597879103064137e-22,8.262566590987947e-23,2.1885173080346638e+41,16240147438.303432,4330877108.173802,3.488811224689501e+20,1.1729636147809068,4.654922950079875e-11,-10.862035,field,11.0,0.1,
400814,Catinella2005,5.518891304e+19,1.788364,5.665647450057686e-11,2.9828793575990757e-11,1.144326417535537e-20,3.3320455433338786e-21,2.585633854958727e+39,3115063127.4816,1640397262.793885,3.7921542193493115e+19,1.4553446365235052,8.2144948419743e-11,-10.137342,field,11.0,0.1,
400814,Catinella2005,1.253593377e+20,4.062195,1.1546307576739986e-10,3.743016044246546e-11,2.3888160888606547e-21,6.718396737518448e-22,2.71875640828877e+40,7229100163.955792,2345078468.3911633,1.2296673082897683e+20,1.0194573512273888,5.878907339587718e-11,-10.327034,field,11.0,0.1,
400814,Catinella2005,1.9552979322e+20,6.336027,1.1763096694739096e-10,3.4318767989011866e-11,1.1671839068641857e-21,3.0812896737616244e-22,6.738470736511584e+40,10946546384.849714,3198842649.387627,1.9359010325831552e+20,1.0100195719152867,5.6544968986577125e-11,-10.502883,field,11.0,0.1,
400814,Catinella2005,2.6570021787999997e+20,8.609858,1.0437323954015323e-10,2.9017947370822288e-11,6.58941131446953e-22,1.6715647407536198e-22,1.1040450173737073e+41,13841388541.651672,3857527522.554679,2.4779690013450063e+20,1.0722499665483374,5.585779537249563e-11,-10.66454,field,11.0,0.1,
400814,Catinella2005,3.3587064254e+20,10.883689,8.884639705769364e-11,2.4006546515134164e-11,3.8002233412685435e-22,9.329484746072178e-23,1.5017502352989335e+41,13273642396.402937,3590731344.0579557,2.8900232222805583e+20,1.1621728156044355,4.5929189406057845e-11,-10.812121,field,11.0,0.1,
400814,Catinella2005,4.0604109806e+20,13.157521,7.485546856717759e-11,1.9842422316064887e-11,2.530670622672643e-22,6.09045262884961e-23,1.849172039523407e+41,12390436767.727718,3286689023.231232,3.2069422341460014e+20,1.2661316245009555,3.8636295458646617e-11,-10.946189,field,11.0,0.1,
400848,Catinella2005,1.551662402e+19,0.502807,4.9174500769562297e-11,1.2884177185964447e-11,2.6237191490392632e-20,6.406630171687819e-21,1.773978006303389e+38,868740464.197323,227620226.0678474,9.932912133436674e+18,1.5621424826428445,8.74608022830409e-11,-11.168721,field,11.0,0.1,
400848,Catinella2005,4.611885044e+19,1.494454,6.947769383251145e-11,1.710356682079144e-11,3.177801724380938e-21,7.716924083556992e-22,2.2141963944269282e+39,1445084704.8022783,355746182.13265896,3.509219611300747e+19,1.3142195572908395,4.1179660006135526e-11,-11.318564,field,11.0,0.1,
400848,Catinella2005,7.672110772e+19,2.486102,6.031911783624234e-11,1.468624228612493e-11,1.2984836251822394e-21,3.124395147675034e-22,5.3198392378819394e+39,1944072959.1884546,473346126.60705173,5.439409210691303e+19,1.410467658311175,3.574051673419473e-11,-11.46062,field,11.0,0.1,
400848,Catinella2005,1.0732333414000001e+20,3.477749,4.948939203156944e-11,1.19809895315422e-11,7.403060198182411e-22,1.7682898943824096e-22,8.541108297553845e+39,3541082946.2902613,857343922.050625,6.8922273116094554e+19,1.5571647493288805,5.1377918721942974e-11,-11.594588,field,11.0,0.1,
400848,Catinella2005,1.3792556055999999e+20,4.469396,4.1082003264720816e-11,9.897914288580682e-12,4.714744636997773e-22,1.1226262300465683e-22,1.1709946903426145e+40,7537896582.309067,1817002164.7143207,8.07011904256819e+19,1.709089541709007,9.340502342714201e-11,-11.720312,field,11.0,0.1,
410491,Catinella2005,2.0443176139999998e+19,0.662449,3.329084542611443e-11,9.031953410433111e-12,1.1833637459040232e-20,2.898450947073184e-21,2.0846606228505556e+38,673110985.1810381,182623850.11539125,1.0767630889578498e+19,1.898576980363064,6.251244977504864e-11,-11.226621,field,11.0,0.1,
410491,Catinella2005,4.880805256e+19,1.581596,4.6713177637404046e-11,1.1670076116972349e-11,2.2268815228596892e-21,5.407793080227416e-22,1.6673860662698488e+39,1099469174.0671082,274686285.427897,3.0452332431584735e+19,1.6027689396092684,3.6104596471787956e-11,-11.401284,field,11.0,0.1,
410491,Catinella2005,7.717295984e+19,2.500744,4.3995515897593114e-11,1.0757830287673278e-11,1.0114233235705375e-21,2.4214171542411616e-22,3.926020172692217e+39,1541282972.51167,376905923.3475008,4.672816658838993e+19,1.6515298047061484,3.2984024091683854e-11,-11.56461,field,11.0,0.1,
410491,Catinella2005,1.0553786711999999e+20,3.419892,3.7927770590129e-11,9.175752457495613e-12,6.05343847240263e-22,1.4328764014771021e-22,6.329767222865184e+39,2597352184.4149942,628509467.424759,5.933300546168931e+19,1.7787379267032861,4.377584051581673e-11,-11.716243,field,11.0,0.1,
410491,Catinella2005,1.339027744e+20,4.33904,3.2059221239670574e-11,7.702588354438496e-12,3.9608855845885885e-22,9.330202539319681e-23,8.612830832903445e+39,4200992512.152642,1010027895.622477,6.921104980348007e+19,1.9347022589630927,6.069829202245979e-11,-11.856144,field,11.0,0.1,
410519,Catinella2005,3.6257043679999996e+19,1.174888,2.4164980278560706e-11,8.706261124651614e-12,4.5986068859349765e-21,1.2378251760405544e-21,4.759759641797213e+38,889669397.2494894,320826652.0158078,1.6270278590463295e+19,2.228421810874941,5.4680649277324765e-11,-10.865,field,11.0,0.1,
410519,Catinella2005,6.399293158e+19,2.073653,3.83868502333114e-11,1.1128578373863004e-11,1.8014342378301562e-21,4.681841173575424e-22,2.3553762312394113e+39,1622025437.0512598,470919958.71422744,3.6193669989023207e+19,1.7680697094107267,4.481516899345069e-11,-11.002441,field,11.0,0.1,
410519,Catinella2005,9.172881947999999e+19,2.972418,4.398717463168127e-11,1.1825096368413542e-11,1.1933103519408356e-21,2.9680291720179195e-22,5.545637448458362e+39,2637992621.5105424,710503017.0992969,5.553646274521744e+19,1.6516863866685365,4.750019160587816e-11,-11.132617,field,11.0,0.1,
410519,Catinella2005,1.1946470738e+20,3.871183,4.514952653127428e-11,1.1675048374444605e-11,8.901741920639855e-22,2.156309691464611e-22,9.654865884180895e+39,4662773269.385921,1208801292.060243,7.327833633427145e+19,1.6302868399610173,6.36309924957343e-11,-11.25535,field,11.0,0.1,
410519,Catinella2005,1.4720059528000001e+20,4.769948,4.412011280518333e-11,1.1139935818342292e-11,6.477862329117979e-22,1.5541304984088688e-22,1.4324172567113084e+40,7130843797.758216,1806788679.3159773,8.925596511947755e+19,1.649196163897372,7.98920698265142e-11,-11.370589,field,11.0,0.1,
410526,Catinella2005,2.805118452e+19,0.908982,5.0121886993688703e-11,1.515436309733966e-11,1.5267527934459974e-20,3.915022797640064e-21,5.9094031674946806e+38,1531732321.4829,463154814.0661264,1.8129018345335079e+19,1.5473085186224698,8.449063773367751e-11,-10.804303,field,11.0,0.1,
410526,Catinella2005,7.3037905000000004e+19,2.36675,7.807854395243641e-11,2.0509765209207586e-11,2.5223442946136132e-21,6.367665216842598e-22,6.240826636460477e+39,2801072205.9071774,735874676.7867168,5.891468193620983e+19,1.2397233185283452,4.754455279823207e-11,-10.958835,field,11.0,0.1,
410526,Catinella2005,1.1802462548e+20,3.824518,7.465437602787853e-11,1.8998385190142615e-11,1.1729891512964625e-21,2.8926026640858997e-22,1.5581681741785931e+40,4106660388.540656,1045284625.1967908,9.309141740993066e+19,1.2678357335593597,4.4114275008370133e-11,-11.104878,field,11.0,0.1,
410526,Catinella2005,1.6301134596e+20,5.282286,6.550043021832253e-11,1.6400560428137217e-11,7.234305382068422e-22,1.7543677987728133e-22,2.6079161084472563e+40,7721206434.64804,1934370612.0126605,1.204340487146976e+20,1.3535320592448563,6.411149103638624e-11,-11.242126,field,11.0,0.1,
